Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control
BLOOMINGTON PD,B22-14265,MONROE,BLOOMINGTON,BLOOMINGTON,4/22/22,3:30 PM,2,,0,0,0,,3140 W WHITEHALL CROSSING BLVD,,,,,3140 W WHITEHALL CROSSING BLVD,,,,,Y,,0,,39.17280511,-86.57139069,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,$1001 TO $2500,SAME DIRECTION SIDESWIPE,3140WWHITEHALLCROSSINGBLVD,0,
BLOOMINGTON PD,B22-34938,MONROE,BLOOMINGTON,BLOOMINGTON,9/2/22,1:16 AM,2,,5,0,0,,W TAPP RD,,,,,W TAPP RD,S ADAMS ST,,,,Y,,100,,39.13656487,-86.55645079,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,WTAPPRDSADAMSST,0,
MONROE SD,M22A20153,MONROE,VAN BUREN,BLOOMINGTON,8/17/22,3:00 PM,3,,1,0,0,,,,45,,,45,CURRY PIKE,,,,N,,0,,39.18108575,-86.58309145,STATE ROAD,,,,URBAN,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$10001 TO $25000,REAR END,CURRYPIKE45,0,
BLOOMINGTON PD,B22-21800,MONROE,PERRY,BLOOMINGTON,6/11/22,10:45 AM,2,,0,0,0,2375,S WALNUT ST,,,,,S WALNUT ST,,,,,Y,,0,,39.13892192,-86.53047721,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,UNDER $1001,OPPOSITE DIRECTION SIDESWIPE,SWALNUTST,0,
BLOOMINGTON PD,B22-25015,MONROE,VAN BUREN,BLOOMINGTON,7/2/22,9:46 AM,2,,0,0,0,,S LEONARD SPRINGS RD,,,,,S LEONARD SPRINGS RD,STATE RD 45,,,,Y,,0,,39.1413407,-86.58259249,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,STATERD45SLEONARDSPRINGSRD,0,
INDIANA UNIV BLOOMINGTON PD,220715,MONROE,PERRY,BLOOMINGTON,2/24/22,2:00 PM,2,,0,0,0,,SOUTH HENDERSON STREET,,,,,SOUTH HENDERSON STREET,ATWATER AVENUE,,,,Y,,200,,39.16371685,-86.52704838,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,SAME DIRECTION SIDESWIPE,SOUTHHENDERSONSTREETATWATERAVENUE,0,
MONROE SD,M22A7577,MONROE,PERRY,BLOOMINGTON,4/3/22,6:47 PM,2,,1,0,0,,S ROGERS ST,,,,,S ROGERS ST,S OLD STATE ROAD 37,,,,N,,0,,39.09941509,-86.53801865,LOCAL/CITY ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$5001 TO $10000,REAR END,SROGERSSTSOLDSTATEROAD37,0,
BLOOMINGTON PD,B22-11610,MONROE,BLOOMINGTON,BLOOMINGTON,4/1/22,11:30 AM,2,,0,0,0,,E 10TH ST,,,,,E 10TH ST,N LINCOLN ST,,,,Y,,0,,39.17167059,-86.53105885,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,NLINCOLNSTE10THST,0,
BLOOMINGTON PD,B22-09720,MONROE,PERRY,BLOOMINGTON,3/22/22,6:12 PM,2,,0,0,0,1300,S PATTERSON DR: CATALENT PHARM,,,,,S PATTERSON DR: CATALENT PHARMA SOLUTIONS,,,,,N,,0,,39.15071024,-86.54551841,PRIVATE DRIVE,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,GRAVEL,ROADWAY SURFACE CONDITION,$2501 TO $5000,SAME DIRECTION SIDESWIPE,SPATTERSONDR:CATALENTPHARMASOLUTIONS,0,
BLOOMINGTON PD,B22-09680,MONROE,BLOOMINGTON,BLOOMINGTON,3/22/22,2:50 PM,2,,0,0,0,,E HUNTER AVE,,,,,E HUNTER AVE,S PARK AVE,,,,Y,,317,,39.16225083,-86.52476496,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,SPARKAVEEHUNTERAVE,0,
INDIANA UNIV BLOOMINGTON PD,222551,MONROE,BLOOMINGTON,BLOOMINGTON,8/5/22,3:30 PM,2,,0,0,0,,STATE RD 45,,,,,STATE RD 45,WALKWAY,,,,Y,,686,,39.17483038,-86.50391705,STATE ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,WALKWAYSTATERD45,0,
BLOOMINGTON PD,B22-09405,MONROE,PERRY,BLOOMINGTON,3/20/22,2:25 PM,2,,0,0,0,,S ROGERS ST,,,,,S ROGERS ST,W CHEROKEE DR,,,,Y,,0,,39.14786491,-86.53883404,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,CONCRETE,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,WCHEROKEEDRSROGERSST,0,
MONROE SD,M22A20863,MONROE,PERRY,BLOOMINGTON,8/25/22,6:22 PM,1,,0,0,0,,S VICTOR PIKE,,,,,S VICTOR PIKE,W BOLIN LN,,,,N,,0,,39.09922307,-86.55813338,LOCAL/CITY ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO MAINTAIN LANE,$5001 TO $10000,RAN OFF ROAD,WBOLINLNSVICTORPIKE,0,
MONROE SD,M22A14668,MONROE,RICHLAND,BLOOMINGTON,6/21/22,3:24 AM,2,,0,0,0,,STATE RD 46,,,,,STATE RD 46,W ARLINGTON RD,,,,N,,0,,39.20782592,-86.58010762,STATE ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,WARLINGTONRDSTATERD46,0,
INDIANA UNIV BLOOMINGTON PD,222378,MONROE,BLOOMINGTON,BLOOMINGTON,7/13/22,10:18 AM,2,,0,0,0,,N INDIANA AVE,,,,,N INDIANA AVE,E 10TH ST,,,,Y,,0,,39.17162402,-86.52695722,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,REAR END,NINDIANAAVEE10THST,0,
BLOOMINGTON PD,B22-08401,MONROE,PERRY,BLOOMINGTON,3/13/22,1:20 PM,2,,0,0,0,,S SARE RD,,,,,S SARE RD,E CATHCART,,,,Y,,0,,39.1488577,-86.4990292,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,IMPROPER TURNING,$5001 TO $10000,RIGHT ANGLE,SSARERDECATHCART,0,
MONROE SD,M22A9504,MONROE,BLOOMINGTON,,4/26/22,4:56 PM,1,,0,0,0,,,,,,,,,,,,Y,,0,,39.2154336,-86.53702378,COUNTY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,,0,
INDIANA UNIV BLOOMINGTON PD,222547,MONROE,BLOOMINGTON,BLOOMINGTON,8/5/22,9:55 AM,1,,0,0,0,,N DUNN ST,,,,,N DUNN ST,,,,,Y,,0,,39.18399953,-86.5283627,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$1001 TO $2500,COLLISION WITH OBJECT IN ROAD,NDUNNST,0,
INDIANA UNIV BLOOMINGTON PD,221705,MONROE,BLOOMINGTON,BLOOMINGTON,4/30/22,4:00 PM,2,,0,0,0,,E 10TH ST,,,,,E 10TH ST,E 10TH ST,,,,Y,,0,,39.17137865,-86.50206632,STATE ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER PASSING,$2501 TO $5000,REAR END,E10THSTE10THST,0,
ISP BLOOMINGTON 33,2.022E+11,MONROE,BLOOMINGTON,BLOOMINGTON,6/30/22,8:53 PM,1,,0,0,1,,I-69,,,,,I-69,,,122,,N,,500,,39.21749509,-86.55228633,INTERSTATE,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$1001 TO $2500,COLLISION WITH DEER,I-69122,0,
BLOOMINGTON PD,B22-16342,MONROE,PERRY,BLOOMINGTON,5/5/22,2:40 PM,2,,1,0,0,,S ROCKPORT RD,,,,,S ROCKPORT RD,W COUNTRY CLUB DR,,,,Y,,0,,39.1363485,-86.54871172,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,$25001 TO $50000,OTHER - EXPLAIN IN NARRATIVE,WCOUNTRYCLUBDRSROCKPORTRD,0,
ELLETTSVILLE PD,E2200836,MONROE,RICHLAND,ELLETTSVILLE,3/7/22,8:14 AM,2,0,0,0,0,,SALE,ST,,,,SALE,TEMPERANCE,,,,Y,,75,N,39.23399198,-86.6245252,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,LEFT TURN,SALESTTEMPERANCEST,0,LANE CONTROL
MONROE SD,M22A23049,MONROE,RICHLAND,BLOOMINGTON,9/19/22,1:10 PM,2,,0,0,0,,N CRESTWOOD DR,,,,,N CRESTWOOD DR,N UNION VALLEY RD,,,,N,,0,,39.21765975,-86.59259006,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,LEFT OF CENTER,$10001 TO $25000,RIGHT ANGLE,NUNIONVALLEYRDNCRESTWOODDR,0,
INDIANA UNIV BLOOMINGTON PD,221353,MONROE,BLOOMINGTON,BLOOMINGTON,4/10/22,3:57 PM,2,,1,0,0,,E 17TH ST,,,,,E 17TH ST,STATE RD 45,,,,Y,,0,,39.17974153,-86.50731272,STATE ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,IMPROPER TURNING,$10001 TO $25000,LEFT TURN,STATERD45E17THST,0,
BLOOMINGTON PD,B22-12335,MONROE,PERRY,BLOOMINGTON,4/10/22,3:58 PM,1,,1,0,0,2446,S. HENDERSON ST,,,,,S. HENDERSON ST,,,,,Y,,0,,39.13725558,-86.52774043,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,BACKING CRASH,S.HENDERSONST,1,
MONROE SD,M22A15736,MONROE,RICHLAND,BLOOMINGTON,6/30/22,7:49 PM,1,,1,0,0,,N CURRY PIKE,,,,,N CURRY PIKE,W WOODYARD RD,,,,N,,0,,39.19026962,-86.58252186,LOCAL/CITY ROAD,,,,RURAL,N,N,Y,X-OVER/LANE SHIFT,DAYLIGHT,CLEAR,LOOSE MATERIAL ON ROAD,,TRAFFIC CIRCLE/ROUNDABOUT,,ASPHALT,UNSAFE SPEED,$1001 TO $2500,RAN OFF ROAD,WWOODYARDRDNCURRYPIKE,0,
MONROE SD,M22A4970,MONROE,PERRY,BLOOMINGTON,3/2/22,4:16 PM,2,,0,0,0,,OLD STATE RD 37 S,,,,,OLD STATE RD 37 S,DILLMAN RD,,,,N,,0,,39.092972,-86.544156,STATE ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,RIGHT ANGLE,OLDSTATERD37SDILLMANRD,0,
MONROE SD,M22A6406,MONROE,VAN BUREN,BLOOMINGTON,3/21/22,1:44 PM,2,,0,0,0,1284,1284 S. LIBERTY DR.,,,,,1284 S. LIBERTY DR.,,,,,N,,0,,39.157377,-86.576736,PRIVATE DRIVE,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE SPEED,$1001 TO $2500,BACKING CRASH,1284S.LIBERTYDR.,0,
BLOOMINGTON PD,B22-21196,MONROE,BLOOMINGTON,BLOOMINGTON,6/7/22,4:35 PM,3,,0,0,0,,W 2ND ST,,,,,W 2ND ST,S WALKER ST,,,,Y,,317,,39.16148135,-86.54550023,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,W2NDSTSWALKERST,0,
INDIANA UNIV BLOOMINGTON PD,222062,MONROE,BLOOMINGTON,BLOOMINGTON,6/6/22,5:00 PM,2,,1,0,0,,STATE RD 45,,,,,STATE RD 45,E 17TH ST,,,,Y,,0,,39.17970462,-86.50724575,STATE ROAD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$1001 TO $2500,REAR END,STATERD45E17THST,0,
BLOOMINGTON PD,B22-32063,MONROE,VAN BUREN,BLOOMINGTON,8/17/22,2:39 PM,1,,1,0,0,,S CURRY PIKE,,,,,S CURRY PIKE,W STATE RD 45,,,,Y,,0,,39.14260094,-86.58263733,LOCAL/CITY ROAD,,,,URBAN,N,Y,N,,DAYLIGHT,CLEAR,DRY,,INTERCHANGE,,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,WSTATERD45SCURRYPIKE,0,
INDIANA UNIV BLOOMINGTON PD,223555,MONROE,BLOOMINGTON,BLOOMINGTON,9/25/22,11:20 AM,2,,0,0,0,,STATE RD 45,,,,,STATE RD 45,E 10TH ST,,,,Y,,0,,39.17233403,-86.50273518,STATE ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,STATERD45E10THST,0,
ELLETTSVILLE PD,E22-03869,MONROE,RICHLAND,ELLETTSVILLE,9/27/22,7:29 AM,1,,0,0,1,,N HARTSTRAIT RD,,,,,N HARTSTRAIT RD,,,,,Y,,0,,39.21365811,-86.61131201,COUNTY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$1001 TO $2500,COLLISION WITH DEER,NHARTSTRAITRD,0,
INDIANA UNIV BLOOMINGTON PD,221546,MONROE,BLOOMINGTON,BLOOMINGTON,4/22/22,7:30 PM,2,,0,0,0,,E 17TH ST,,,,,E 17TH ST,N FEE LN,,,,Y,,0,,39.17900967,-86.51900715,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,$10001 TO $25000,RIGHT ANGLE,NFEELNE17THST,0,
BLOOMINGTON PD,B22-08643,MONROE,BLOOMINGTON,BLOOMINGTON,3/15/22,1:08 PM,2,,1,0,0,,N WALNUT ST,,,,,N WALNUT ST,W 7TH ST,,,,Y,,0,,39.16856307,-86.53359837,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OVERCORRECTING/OVERSTEERING,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,W7THSTNWALNUTST,0,
BLOOMINGTON PD,B22-10832,MONROE,PERRY,BLOOMINGTON,3/30/22,1:27 PM,3,,1,0,0,,S COLLEGE MALL RD,,,,,S COLLEGE MALL RD,ACCESS RD EASTLAND PLAZA,,,,Y,,0,,39.1629821,-86.4980729,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,SCOLLEGEMALLRDACCESSRDEASTLANDPLAZA,0,
BLOOMINGTON PD,B22-05420,MONROE,BLOOMINGTON,BLOOMINGTON,2/18/22,8:56 AM,3,,2,0,0,,W GOURLEY PIKE,,,,,W GOURLEY PIKE,W ARLINGTON RD,,,,Y,,0,,39.18641117,-86.55095047,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER TURNING,$10001 TO $25000,HEAD ON BETWEEN TWO MOTOR VEHICLES,WGOURLEYPIKEWARLINGTONRD,0,
INDIANA UNIV BLOOMINGTON PD,221578,MONROE,BLOOMINGTON,BLOOMINGTON,4/22/22,6:15 PM,2,,0,0,0,,N JORDAN AVE,,,,,N JORDAN AVE,,,,,Y,,0,,39.18031199,-86.5116624,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$2501 TO $5000,BACKING CRASH,NJORDANAVE,0,
INDIANA UNIV BLOOMINGTON PD,221216,MONROE,BLOOMINGTON,BLOOMINGTON,4/1/22,3:12 PM,2,,0,0,0,,WOODLAWN AVE,,,,,WOODLAWN AVE,11TH ST.,,,,Y,,0,,39.17341861,-86.52351938,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,WOODLAWNAVE11THST.,0,
MONROE SD,M22A15677,MONROE,VAN BUREN,BLOOMINGTON,7/1/22,10:54 AM,1,,0,0,1,,I-69,,,,,I-69,W TAPP ROAD,,,,N,,0,,39.13645669,-86.57301611,,,,,URBAN,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$1001 TO $2500,COLLISION WITH DEER,WTAPPROADI-69,0,
BLOOMINGTON PD,B22-11217,MONROE,PERRY,BLOOMINGTON,4/1/22,6:51 PM,2,,0,0,0,1300,S PATTERSON DR,,,,,S PATTERSON DR,,,,,Y,,0,,39.15536076,-86.54526914,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,SPATTERSONDR,0,
BLOOMINGTON PD,B22-15176,MONROE,,BLOOMINGTON,4/27/22,5:15 PM,2,,0,0,0,,W 3RD ST,,,,,W 3RD ST,STATE RD 37,,,,Y,,0,,39.16467113,-86.57350345,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,W3RDSTSTATERD37,0,
BLOOMINGTON PD,B22-24162,MONROE,BLOOMINGTON,BLOOMINGTON,6/27/22,12:19 PM,2,,1,0,0,,S. COLLEGE AVE,,,,,S. COLLEGE AVE,W. 1ST ST,,,,Y,,200,,39.159376,-86.534971,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,W.1STSTS.COLLEGEAVE,0,
BLOOMINGTON PD,B22-40392,MONROE,PERRY,BLOOMINGTON,9/28/22,9:30 PM,2,,0,0,0,,W GORDON PIKE,,,,,W GORDON PIKE,W GORDON PIKE,,,,Y,,0,,39.12164719,-86.53137209,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,WGORDONPIKEWGORDONPIKE,0,
BLOOMINGTON PD,B22-11103,MONROE,PERRY,BLOOMINGTON,4/1/22,5:55 AM,1,,0,0,1,,N MAPLE ST,,,,,N MAPLE ST,W 7TH ST,,,,Y,,317,,39.16907346,-86.54261433,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),SNOW,WET,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$1001 TO $2500,COLLISION WITH DEER,W7THSTNMAPLEST,0,
BLOOMINGTON PD,B22-20668,MONROE,BLOOMINGTON,BLOOMINGTON,6/3/22,9:03 PM,1,,1,0,0,,N WASHINGTON ST,,,,,N WASHINGTON ST,E 7TH ST,,,,Y,,0,,39.16852148,-86.53232879,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,CONCRETE,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,NWASHINGTONSTE7THST,1,
BLOOMINGTON PD,B22-20743,MONROE,BLOOMINGTON,BLOOMINGTON,6/4/22,11:15 AM,1,,0,0,0,,E TAMARACK TRL,,,,,E TAMARACK TRL,,,,,Y,,0,,39.19230887,-86.52646685,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE SPEED,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,ETAMARACKTRL,0,
BLOOMINGTON PD,B22-24905,MONROE,BLOOMINGTON,BLOOMINGTON,7/1/22,3:24 PM,1,,0,0,0,3750,W 3RD ST,,,,,W 3RD ST,,,,,Y,,0,,39.16465272,-86.5814657,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO MAINTAIN LANE,$5001 TO $10000,OTHER - EXPLAIN IN NARRATIVE,W3RDST,0,
BLOOMINGTON PD,B22-07195,MONROE,BLOOMINGTON,BLOOMINGTON,3/4/22,11:11 AM,2,,0,0,0,,W. 10TH ST,,,,,W. 10TH ST,N. COLLEGE AVE,,,,Y,,0,,39.171675,-86.534831,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE LANE MOVEMENT,$5001 TO $10000,SAME DIRECTION SIDESWIPE,W.10THSTN.COLLEGEAVE,0,
INDIANA UNIV BLOOMINGTON PD,223115,MONROE,BLOOMINGTON,BLOOMINGTON,9/6/22,5:09 PM,2,,0,0,0,1410,N JORDAN AVE,,,,,N JORDAN AVE,,,,,Y,,0,,39.17963342,-86.51055283,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,NJORDANAVE,0,
BLOOMINGTON PD,B22-23385,MONROE,PERRY,BLOOMINGTON,6/22/22,10:23 AM,1,,0,0,0,,1823 S HIGHLAND AVE,,,,,1823 S HIGHLAND AVE,,,,,Y,,0,,,,PRIVATE DRIVE,,,,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,$2501 TO $5000,NON-COLLISION,1823SHIGHLANDAVE,0,
BLOOMINGTON PD,B2203886,MONROE,BLOOMINGTON,BLOOMINGTON,1/18/22,8:40 PM,2,,0,0,0,,S LIBERTY DR,,,,,S LIBERTY DR,W 3RD ST,,,,Y,,0,,39.16425918,-86.57913565,,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER LANE USAGE,$2501 TO $5000,REAR END,W3RDSTSLIBERTYDR,0,
MONROE SD,M22A14012,MONROE,CLEAR CREEK,BLOOMINGTON,6/14/22,5:44 PM,2,,0,0,0,,5100 S VICTOR PIKE,,,,,5100 S VICTOR PIKE,CHURCH LANE,,,,N,,0,,,,LOCAL/CITY ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,CHURCHLANE5100SVICTORPIKE,0,
BLOOMINGTON PD,B22-14234,MONROE,BLOOMINGTON,BLOOMINGTON,4/22/22,3:28 PM,2,,0,0,0,,N ROGERS ST,,,,,N ROGERS ST,W 6TH ST,,,,Y,,0,,39.16757877,-86.53867669,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,W6THSTNROGERSST,0,
BLOOMINGTON PD,B22-21039,MONROE,PERRY,BLOOMINGTON,6/6/22,1:50 PM,2,,0,0,0,,W BLOOMFIELD RD,,,,,W BLOOMFIELD RD,S ANNA LEE LN,,,,Y,,0,,39.15805253,-86.55747333,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,WBLOOMFIELDRDSANNALEELN,0,
