Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,N UNION VALLY,W MAPLE GROVE RD,,900.0,N,39.244752,-86.5928,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SEVERE CROSS WIND,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH OBJECT IN RD,NUNIONVALLYRDWMAPLEGROVERD,NONE,2019-01-08 23:48:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 48,W PROFILE PKWY,,,,39.164735,-86.592455,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,PROFILEPKWYST RD 48,TRAFFIC CONTROL SIGNAL,2019-01-08 14:50:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,W 3RD,I-69,Y,,,39.164752,-86.573104,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,N ST RD 37W 3RDST,TRAFFIC CONTROL SIGNAL,2019-01-09 11:01:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S COLLEGE MALL,E BUICK CADILLAC BLVD,,,,39.15811,-86.49789,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EBUICKCADILLACBLVDSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2019-01-09 18:13:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0.0,0.0,,,,ST RD 45/46,N RANGE RD,,,,39.171504,-86.495312,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,RANGERDST RD 45 W,NONE,2019-01-09 11:40:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,ST RD 46,N LAKEVIEW DR,,,,39.221152,-86.6056,ST RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,LAKEVIEWDRST RD 46 W,STOP SIGN,2019-01-09 07:30:00,,,
ISP BLOOMINGTON 33,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,ST RD 46,W CHAFIN CHAPEL RD,,50.0,E,39.25962,-86.65755433,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE SPEED,REAR END,CHAFINCHAPELRDST RD 46,LN CONTROL,2019-01-09 12:55:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,W 3RD,S LANDMARK AVE,,,,39.16443,-86.55631,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,SLANDMARKAVEW 3RDST,TRAFFIC CONTROL SIGNAL,2019-01-09 21:00:00,,,True
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 S,,,100.0,N,0.0,0.0,INTERSTATE,N,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,NON-COLLISION,I-69125,LN CONTROL,2019-01-09 08:45:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,N BOTTOM,W SIMPSON CHAPEL RD,,900.0,N,39.26976,-86.5476,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,NBOTTOMRDRDWSIMPSONCHAPELRDRD,NONE,2019-01-09 18:02:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,S COLLEGE,W DODDS ST,,,,39.157315,-86.533785,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,COLLEGEAVEDODDSST,NONE,2019-01-09 10:55:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S CURRY,W GIFFORD,,,,39.156896,-86.582704,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SOUTHCURRYPKWESTGIFFORDRD,RR CROSSING FLASHING LIGHTS AND GATES,2019-01-09 16:10:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S FAIRFAX,E LINDA ST,,50.0,W,39.09701,-86.51704067,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,EASTLINDALNSOUTHFAIRFAXRD,NONE,2019-01-09 18:15:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,501.0,,,S MULLER,,,,,39.16182463,-86.56729524,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE LN MOVEMENT,OTHER - EXPLAIN IN NARRATIVE,WMULLERPKWY,NONE,2019-01-09 23:15:00,,,True
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,W TAPP,S LEONARD SPRINGS RD,,,,0.0,0.0,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SLEONARDSPRINGSRDWTAPPRD,STOP SIGN,2019-01-09 20:40:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,KINGSTON DR S,ST RD 46,,,,39.16424,-86.492944,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,3RDSTKINGSTONDR,TRAFFIC CONTROL SIGNAL,2019-01-10 10:02:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,N DUNN,E KIRKWOOD AVE,,,,39.16664,-86.528192,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,EKIRKWOODAVENDUNNST,STOP SIGN,2019-01-10 09:30:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,W 2ND,S PATTERSON DR,,,,39.1606,-86.548355,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,HEAD ON BETWEEN TWO MOTOR VEHICLES,SPATTERSONDRW 2NDST,TRAFFIC CONTROL SIGNAL,2019-01-10 20:19:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,ST RD 46,N CURRY PK,,500.0,W,39.19444812,-86.57173599,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,CURRYPKST RD 46 W,NONE,2019-01-10 19:30:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,E 11TH,N FEE LN,,,,39.171584,-86.518688,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E11THSTFEELN,NONE,2019-01-10 22:05:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 2ND,S MITCHELL ST,,,,39.16102,-86.51418,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,MITCHELLSTSECONDST,STOP SIGN,2019-01-10 00:30:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S FACULTY,E 3RD ST,,150.0,S,39.14840347,-86.520865,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,FACULTYLN3RDST,STOP SIGN,2019-01-10 14:20:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,S HIGH,E COVENANTER DR,,100.0,N,39.15451466,-86.508288,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,ICE,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RDWAY SURFACE CONDITION,RAN OFF RD,COVENANTERDRHIGHST,NONE,2019-01-10 11:00:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S ROGERS,W GORDON PK,,,,39.121648,-86.539088,LOCAL/CITY RD,N,RURAL,Y,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,SOUTHROGERSSTWESTGORDONPK,TRAFFIC CONTROL SIGNAL,2019-01-10 16:16:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WALNUT,E DILLMAN RD,,,,39.092944,-86.544,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EDILLMANRDSOLDSTATE37RD,STOP SIGN,2019-01-10 13:29:00,,,
STINESVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,ST RD 46,N LOVE LN,,,,39.21984,-86.601104,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,LOVELNNLOVELN,NONE,2019-01-10 15:30:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,W WOODYARD,,,1500.0,S,39.201488,-86.601968,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,WWOODYARDRDWALCOTTRD,NONE,2019-01-10 13:47:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 46,E 3RD ST,,,,39.16424,-86.473296,ST RD,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,3RDSTST RD 46,TRAFFIC CONTROL SIGNAL,2019-01-11 23:15:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N EAGLESON AVE,E 10TH ST,,,,39.171385,-86.51568,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAGLESON AVEAVETENTHST,TRAFFIC CONTROL SIGNAL,2019-01-11 11:00:00,,,
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,ST RD 37,N ST RD 37,,,,39.085632,-86.542304,ST RD,N,RURAL,N,Y,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,NOLDST RD 37RDN ST RD 37,TRAFFIC CONTROL SIGNAL,2019-01-12 05:47:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 46,N CURRY PK,,,,39.19444812,-86.57177928,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,CURRYPKST RD 46,TRAFFIC CONTROL SIGNAL,2019-01-12 06:25:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45/46,N MILO B SAMPSON LN,,500.0,W,39.18622,-86.52210673,ST RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,NMILOBSAMPSONLNST RD 46,LN CONTROL,2019-01-12 04:00:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E ATWATER,E ASTSIDE DR,,,,39.16308,-86.51321,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,SLEET/HAIL/FREEZING RAIN,SNOW/SLUSH,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BACKING CRASH,ATWATERAVEEASTSIDEDR,LN CONTROL,2019-01-12 21:13:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E BETHEL,N BAUGH RD,,2000.0,E,39.21193,-86.49621299,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,UNSAFE SPEED,RAN OFF RD,BAUGHRDBETHELLN,NONE,2019-01-12 11:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,452.0,,,E LAURELWOOD,S LAURELWOOD DR,,200.0,S,39.11857456,-86.52283,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,IMPROPER TURNING,LEFT/RIGHT TURN,452ELAURELWOODDRWYLIEFARMDR,NONE,2019-01-12 00:00:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E MONROE DAM,S STRAIN RIDGE RD,,300.0,W,39.01933756,-86.52348961,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/HILLCREST,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,MONROEDAMRDSTRAINRIDGERD,NONE,2019-01-12 09:20:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E ROBINSON,N MILLER RD,,1000.0,N,39.25107994,-86.47343296,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,MILLERRDROBINSONRD,NONE,2019-01-12 05:31:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 N,,,,,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,SNOW,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,I-69130,LN CONTROL,2019-01-12 10:08:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,1.0,0.0,0.0,0.0,,,,I-69 S,,,0.0,S,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,SAME DIRECTION SIDESWIPE,I-69124.0,LN CONTROL,2019-01-12 13:55:00,,,
MONROE SD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,I-69 S,,,1000.0,S,41.09022561,-85.21952416,INTERSTATE,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,I-69S106.5,LN CONTROL,2019-01-12 06:59:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,501.0,,,N EAGLESON AVE,,,,,39.17013209,-86.5158848,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),BLOWING SAND/SOIL/SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,OTHER - EXPLAIN IN NARRATIVE,NEAGLESON AVEAVE,NONE,2019-01-12 01:30:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N VALLEYVIEW,BRIARCLIFF CT,,120.0,N,39.19499483,-86.5465062,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,OPPOSITE DIRECTION SIDESWIPE,VALLEYVIEWDRWINDINGWAY,NONE,2019-01-12 13:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,2.0,0.0,0.0,,,,S LEONARD SPRINGS,W MAYBURY MALL,,60.0,S,0.0,0.0,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,SNOW/SLUSH,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,SLEONARDSPRINGSRDWMAYBURYMALL,NONE,2019-01-12 16:15:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,5055.0,,,S ST RD 37,,,,,39.137088,-86.53056,UNKNOWN,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,SOLDST RD 37RD,NONE,2019-01-12 01:45:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S STRAIN RIDGE,E MONROE DAM RD,,500.0,N,39.01962202,-86.52193951,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,OPPOSITE DIRECTION SIDESWIPE,MONROEDAMRDSTRAINRIDGERD,NONE,2019-01-12 06:56:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,HW37,N,W 3RD,,,,,0.0,0.0,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,W 3RDST,TRAFFIC CONTROL SIGNAL,2019-01-12 01:55:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,2.0,0.0,0.0,,,,W ST RD 37,N HILLVIEW DR,,100.0,W,39.207984,-86.529568,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RDWAY SURFACE CONDITION,RAN OFF RD,NHILLVIEWDRNOLDSTATERD37RD,NONE,2019-01-12 08:40:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,0.0,0.0,0.0,,,,W PROMINENCE,N THOMAS RD,,,,39.2217,-86.63047,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RDWAY SURFACE CONDITION,OTHER - EXPLAIN IN NARRATIVE,PROMINENCEPTTHOMASRD,NONE,2019-01-12 00:54:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,W TAPP,I-69,,,,0.0,0.0,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,INTERCHANGE,CURVE/LEVEL,CONCRETE,RAN OFF RD RIGHT,RAN OFF RD,I-69TAPPRD,LN CONTROL,2019-01-13 10:14:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45,N PETE LLIS DR,,400.0,E,39.171504,-86.495312,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E 10THSTNPETEELLISDR,NONE,2019-01-13 18:06:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 48,S GATES DR,,,,39.164785,-86.576035,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SGATESDRW 3RDST,TRAFFIC CONTROL SIGNAL,2019-01-13 14:08:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WALNUT,E WINSLOW RD,,,,39.136144,-86.528688,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EWINSLOWRDSWALNUTST,NONE,2019-01-13 08:24:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E SOUTHERN,,,500.0,W,39.14984,-86.533392,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,ESOUTHERNDRWALNUTST,NONE,2019-01-13 03:00:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 N,,,100.0,N,41.28117292,-85.0869413,INTERSTATE,N,RURAL,Y,Y,N,,DAWN/DUSK,SNOW,ICE,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,I-69 N123,NONE,2019-01-13 07:51:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 N,,,300.0,N,41.28117292,-85.0869413,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,ICE,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RDWAY SURFACE CONDITION,RAN OFF RD,I-69 N123,NONE,2019-01-13 08:08:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,3425.0,,,S ROGERS,W SAN JUAN DR,,,,39.12614,-86.53824,COUNTY RD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,SOUTHROGERSST,NONE,2019-01-13 11:45:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,S WALNUT,E 1ST,,,,39.17784,-86.533408,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,E1STSTSWALNUTST,TRAFFIC CONTROL SIGNAL,2019-01-13 00:30:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,W FULLERTON,W REDDY WAY,,,,0.0,0.0,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,ICE,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,WFULLERTONPKWREDDYWAY,NONE,2019-01-13 09:52:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W 3RD,I-69,,,,39.164752,-86.573104,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,37HWY3RDST,TRAFFIC CONTROL SIGNAL,2019-01-14 11:50:00,,,
