_id,Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
792,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S WEIMER RD,W BLOOMFIELD RD,,,,39.2376,-86.60333,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SWIEMERRDWBLOOMFIELDRD,STOP SIGN,2021-10-14 13:57:00,,,
793,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S COLLEGE MALL RD,PRIVATE,,,,39.212042311540436,-86.5870201182277,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,PRIVATEDRSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2021-10-14 15:33:00,,,
794,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 46,KINGSTON DR S,,,,39.18522847244298,-86.54062606578123,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,E 3RDSTSKINGSTONDR,TRAFFIC CONTROL SIGNAL,2021-10-14 16:30:00,,,
795,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 46,ST RD 45,,264.0,S,39.1790011405273,-86.53775094148905,ST RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 46UNIONVILLERD,LN CONTROL,2021-10-14 20:55:00,,,
796,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,W ST RD 37,E SAMPLE RD,,1200.0,N,39.17162,-86.50215,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,ESAMPLERDN ST RD 37,LN CONTROL,2021-10-14 22:43:00,,,
797,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,I-69 S,,,300.0,N,39.16556147447962,-86.53363791181867,ST RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,SR69S125.0,LN CONTROL,2021-10-13 00:48:00,,,
798,ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0,0,,,,ST RD 46,W RIDGE SPRINGS LN,,,,39.16755,-86.5336,ST RD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER ASLEEP OR FATIGUED,REAR END,RIDGESPRINGSLNST RD 46 W,LN CONTROL,2021-10-13 07:41:00,,,
799,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,S GARRISON CHAPEL RD,,,200.0,S,39.15394936284484,-86.52268326467396,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,SGARRISONCHAPELRDWELLERRD,NONE,2021-10-13 09:14:00,,,
800,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,W TAPP RD,S ADAMS ST,,,,39.173903113121824,-86.51894234403706,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SADAMSSTWTAPPRD,YIELD SIGN,2021-10-13 09:15:00,,,
801,BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0,0,,,,W GRIMES LN,S WALNUT ST,,,,39.126644081249054,-86.53139166552236,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,SWALNUTSTWGRIMESLN,TRAFFIC CONTROL SIGNAL,2021-10-13 10:25:00,,True,
802,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,2375,,,N MT GILEAD RD,,,,,39.154222420730456,-86.56436195651047,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH OBJECT IN RD,NMTGILEADRD,NONE,2021-10-13 10:54:00,,,
803,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,STADIUM DR,,,,,39.15731430834171,-86.49783753540807,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,E7THSTNFORRESTAVE,STOP SIGN,2021-10-13 12:31:00,,,
804,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 46,S LORI LN,,1000.0,W,39.1642,-86.49304,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EKERRCREEKRDST RD 46E,NONE,2021-10-13 12:40:00,,,
805,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 7TH ST,N GRANT ST,,,,39.18628823618197,-86.53165662850111,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E7THSTNGRANTST,STOP SIGN,2021-10-13 13:47:00,,,
806,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,N WALNUT GROVE ST,E 17TH ST,,,,39.2658705170558,-86.52286734674655,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST17THSTWALNUTGROVEST,NONE,2021-10-13 13:55:00,,,
807,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,E 3RD ST,S OVERHILL DR,,35.0,E,,,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E 3RDSTSOVERHILLDR,LN CONTROL,2021-10-13 16:35:00,,,
808,MONROE SD,ELLETTSVILLE,2,0.0,0.0,0,0,,,,ST RD 46,W ARLINGTON RD,,500.0,E,39.24094147351355,-86.63205580536858,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,BRAKE FAILURE OR DEFECTIVE,REAR END,ST RD 46 WWARLINGTONRD,NONE,2021-10-13 16:53:00,,,
809,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,ST RD 46,,,250.0,W,39.12238928005496,-86.64298597235842,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,RAN OFF RD,BRUMMETTSCRKST RD 46E,NONE,2021-10-13 20:28:00,,,
810,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 48,S LIBERTY DR,,75.0,W,39.13654433948484,-86.554401612386,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,3RDSTLIBERTYDR,LN CONTROL,2021-10-12 07:13:00,,,
811,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,1,,,,I-69 N,W FULLERTON PK,,0.0,,39.15335,-86.53371,INTERSTATE,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,I-69115,,2021-10-12 07:15:00,,,
812,ISP BLOOMINGTON 33,CHAPELHILL,1,,1.0,0,0,,,,ST RD 446,,,0.0,,,,ST RD,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,,RAN OFF RD,StateRd446,,2021-10-12 13:15:00,,,
813,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N MONROE ST,N ORRIS DR,,,,39.168475,-86.522317,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NMONROESTNORRISDR,NONE,2021-10-12 14:57:00,,,
814,MONROE SD,ELLETTSVILLE,1,0.0,0.0,0,0,,,,N MAPLE GROVE RD,,,500.0,N,39.16634595818241,-86.46614130810812,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,AMHERSTRDMAPLEGROVERD,NONE,2021-10-12 16:15:00,,,
815,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W BLOOMFIELD RD,S WEIMER RD,,,,39.16848349055243,-86.52982900374259,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,WBLOOMFIELDRDWEIMERRD,NONE,2021-10-12 16:32:00,,,
816,MONROE SD,BLOOMINGTON,2,0.0,2.0,0,0,,,,ST RD 37,E SMITHVILLE RD,,,,39.17902,-86.5211,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SMITHVILLERDS ST RD 37,STOP SIGN,2021-10-12 16:52:00,,,
817,MONROE SD,BLOOMINGTON,3,0.0,3.0,0,0,,,,ST RD 37,,,1000.0,N,39.16424367158293,-86.50168919452773,ST RD,N,RURAL,N,Y,Y,LN CLOSURE,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,DILLMANRDS ST RD 37,LN CONTROL,2021-10-12 17:07:00,,,
818,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N SMITH RD,ST RD 45,,,,39.20759820089005,-86.5798834718658,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST10THSTNORTHSMITHRD,STOP SIGN,2021-10-12 17:09:00,,,
819,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,I-69 S,,,250.0,N,39.15182560465021,-86.39005819135282,INTERSTATE,N,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,DRIVER ASLEEP OR FATIGUED,SAME DIRECTION SIDESWIPE,I-69S104.5,NONE,2021-10-12 17:56:00,,,
820,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S ROGERS ST,W 1ST,,,,39.16460890490164,-86.57917957100672,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF RD,SOUTHROGERSSTWEST1STST,STOP SIGN,2021-10-12 17:59:00,,,
821,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 48,N PROFILE PKWY,,,,39.12228,-86.5711,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SPROFILEPKWYST RD 45 W,TRAFFIC CONTROL SIGNAL,2021-10-12 18:04:00,,,
822,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 45,N SMITH RD,,,,39.06428226,-86.41432842,LOCAL/CITY RD,N,URBAN,Y,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,E 10THSTNSMITHAVE,STOP SIGN,2021-10-12 19:35:00,,,
823,BLOOMINGTON PD,BLOOMINGTON,1,1.0,0.0,0,0,,,,S EUCLID AVE,W HOWE ST,,75.0,S,39.17499636743615,-86.54718008766243,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,OBSTRUCTION NOT MARKED,OTHER - EXPLAIN IN NARRATIVE,EUCLIDAVEHOWEST,NONE,2021-10-11 00:30:00,,,
824,MONROE SD,BLOOMINGTON,1,0.0,1.0,0,0,9130,,,S CHAPEL HILL RD,,,,,39.211567703555026,-86.56136796690501,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,9130SOUTHCHAPELHILLRDCHAPLELHILLRADL,NONE,2021-10-11 03:07:00,,,
825,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S PARK AVE,E ATWATER AVE,,,,39.154215534819954,-86.56438526140893,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT/RIGHT TURN,EATWATERAVESPARKAVE,STOP SIGN,2021-10-11 07:45:00,,,
826,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W 17TH ST,N LISMORE DR,,,,39.07091,-86.5361,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,INSECURE/LEAKY LOAD,OTHER - EXPLAIN IN NARRATIVE,NLISMOREDRW17THST,LN CONTROL,2021-10-11 08:08:00,,,
827,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,1,,,,E 3RD ST,N WOODLAWN AVE,,50.0,E,,,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,3RDSTWOODLAWNAVE,NONE,2021-10-11 08:30:00,,,
828,ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0,0,,,,ST RD 46,N CYPRESS LN,,,,39.17262250671422,-86.48269139604452,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,CYPRESSLNST RD 46 W,LN CONTROL,2021-10-11 08:42:00,,,
829,MONROE SD,BLOOMINGTON,2,0.0,1.0,0,0,6196,,,ST RD 46,,,470.0,W,-2.7839161262637747e-05,-3.746645354976671e-05,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER ASLEEP OR FATIGUED,RAN OFF RD,EBENDERRDST RD 46E,LN CONTROL,2021-10-11 09:36:00,,,
830,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 10TH ST,N FEE LN,,,,39.159377748963294,-86.53868787747055,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,FEELNTENTHST,TRAFFIC CONTROL SIGNAL,2021-10-11 12:25:00,,,
831,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,3840,,,S LAURA WAY,E HEATHER DR,,,,39.16470567772854,-86.59260452310727,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,3840SLAURAWAYEHEATHERDR,NONE,2021-10-11 13:07:00,,,
832,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N WALNUT ST,W 17TH ST,,50.0,S,39.17263764493816,-86.48266526724478,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,LEFT TURN,17THSTWALNUTST,LN CONTROL,2021-10-11 16:21:00,,,
833,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S WALNUT ST PK,E RHORER RD,,,,39.16237565792736,-86.54339113131772,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,ERHORERRDSWALNUTSTPK,TRAFFIC CONTROL SIGNAL,2021-10-11 17:09:00,,,
834,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 10TH ST,N FORREST AVE,,100.0,W,39.01870317177662,-86.418094806333,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E 10THSTNFORRESTAVE,NONE,2021-10-11 19:00:00,,,
835,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 45/46,N WALNUT ST,,,,39.16309733446434,-86.52404492189488,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,STRD4546BYPWALNUTST,TRAFFIC CONTROL SIGNAL,2021-10-11 23:42:00,,,
836,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 6TH ST,N DUNN ST,,,,39.17907100393999,-86.55488064018081,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,DUNNSTSIXTHST,NONE,2021-10-10 11:20:00,,,
837,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S HIGHLAND AVE,E HUNTER AVE,,,,39.16424386086084,-86.52263020092009,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EHUNTERAVESHIGHLANDAVE,NONE,2021-10-10 12:58:00,,,
838,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S COLLEGE MALL RD,E COVENANTER DR,,,,39.18624440949874,-86.52456762524291,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,ECOVENANTERDRSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2021-10-10 15:45:00,,,
