_id,Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
54,BLOOMINGTON PD,BLOOMINGTON,2022-04-19T00:00:00,8:58 AM,3,,3,0,0,"","","",W. COUNTRY CLUB DR,S BANTA AVE,"",1000,"",39.136219,-86.544827,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W.COUNTRYCLUBDRSBANTAAVE,""
55,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-04-30T00:00:00,2:30 AM,1,,0,0,0,"","","",E UNIVERSITY RD,N FEE LN,"",0,"",39.17624845,-86.51765532,PRIVATE DRIVE,"",URBAN,N,N,N,"",DARK (LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,WRONG WAY ON ONE WAY,SAME DIRECTION SIDESWIPE,NFEELNEUNIVERSITYRD,""
56,MONROE SD,BLOOMINGTON,2022-04-23T00:00:00,7:17 AM,1,,0,0,0,"","","",W ARLINGTON RD,N STONEYBROOK BLVD,"",0,"",39.20154165,-86.56093142,COUNTY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE SPEED,RAN OFF ROAD,WARLINGTONRDNSTONEYBROOKBLVD,""
57,MONROE SD,BLOOMINGTON,2022-05-02T00:00:00,2:17 PM,1,,0,0,0,"","","",E BETHEL LN,N ROBBS LN,"",106,"",39.2148706,-86.46817393,"","",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE LANE MOVEMENT,RAN OFF ROAD,NROBBSLNEBETHELLN,""
58,BLOOMINGTON PD,BLOOMINGTON,2022-05-11T00:00:00,12:20 PM,2,,0,0,0,"","","",N DUNN ST,E KIRKWOOD AVE,"",264,"",39.16701591,-86.52820534,"","",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NDUNNSTEKIRKWOODAVE,""
59,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-02-17T00:00:00,2:30 PM,2,,0,0,0,"","","",E COTTAGE GROVE AVE,N WALNUT GROVE AVE,"",50,"",39.1724932,-86.52160353,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NWALNUTGROVEAVEECOTTAGEGROVEAVE,""
60,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-02-24T00:00:00,4:00 AM,2,,0,0,0,1225,"","",N FEE LN,"","",0,"",39.17797297,-86.51957535,PRIVATE DRIVE,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,NFEELN,""
61,BLOOMINGTON PD,BLOOMINGTON,2022-01-28T00:00:00,4:46 AM,2,,0,0,0,"","","",W 17TH ST,W ARLINGTON RD,"",581,"",39.17905957,-86.54584355,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,SNOW,SNOW/SLUSH,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,WARLINGTONRDW17THST,""
62,ISP BLOOMINGTON 33,BLOOMINGTON,2022-01-28T00:00:00,1:45 PM,2,,0,0,0,"","","",S OLD STATE ROAD 37,S OLD STATE ROAD 37,"",0,"",39.08548073,-86.54259344,STATE ROAD,"",RURAL,N,N,N,"",DAYLIGHT,SNOW,SNOW/SLUSH,"",FOUR-WAY INTERSECTION,"",ASPHALT,ROADWAY SURFACE CONDITION,OPPOSITE DIRECTION SIDESWIPE,SOLDSTATEROAD37SOLDSTATEROAD37,""
63,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-04-19T00:00:00,8:10 AM,2,,0,0,0,"","","",S INDIANA AVE,E 3RD ST,"",0,"",39.1643544,-86.52687183,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SINDIANAAVEE3RDST,""
64,MONROE SD,BLOOMINGTON,2022-02-21T00:00:00,6:28 PM,1,,0,0,1,"","","",W WOODYARD RD,N HARTSTRAIT RD,"",0,"",39.2085712,-86.61131136,COUNTY ROAD,"",RURAL,N,N,N,"",DAWN/DUSK,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,WWOODYARDRDNHARTSTRAITRD,""
65,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-02-06T00:00:00,3:35 PM,3,,0,0,0,"","","",E 10TH ST,N CAMPBELL ST,"",100,"",39.17157827,-86.51353545,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,SNOW/SLUSH,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NCAMPBELLSTE10THST,""
66,BLOOMINGTON PD,BLOOMINGTON,2022-02-06T00:00:00,2:25 PM,1,,0,0,0,"","","",S MULLER PKWY,S BASSWOOD DR,"",0,"",39.15981479,-86.56805224,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,SNOW/SLUSH,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,RIGHT ANGLE,SMULLERPKWYSBASSWOODDR,""
67,BLOOMINGTON PD,BLOOMINGTON,2022-05-17T00:00:00,5:26 PM,2,,0,0,0,"","","",W 3RD ST,STATE RD 37,"",0,"",39.16446222,-86.57242622,STATE ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",INTERCHANGE,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W3RDSTSTATERD37,""
68,MONROE SD,BLOOMINGTON,2022-05-09T00:00:00,5:16 PM,2,,0,0,0,"","","",N BROOKWOOD DR,W DUNLEIGH DR,"",422,"",39.21600359,-86.60128643,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,DRIVER ASLEEP OR FATIGUED,RIGHT ANGLE,WDUNLEIGHDRNBROOKWOODDR,""
69,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-04-29T00:00:00,11:00 AM,2,,0,0,0,"","","",E 7TH ST,N INDIANA AVE,"",0,"",39.16849652,-86.52694649,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NINDIANAAVEE7THST,""
70,BLOOMINGTON PD,BLOOMINGTON,2022-03-25T00:00:00,11:22 AM,2,,0,0,0,"","","",W BLOOMFIELD RD,S LANDMARK AVE,"",0,"",39.159933,-86.55386,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WBLOOMFIELDRDSLANDMARKAVE,""
71,BLOOMINGTON PD,BLOOMINGTON,2022-04-09T00:00:00,2:38 PM,2,,1,0,0,"","","",E ATWATER AVE,S SWAIN AVE,"",0,"",39.16305454,-86.51536988,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,SSWAINAVEEATWATERAVE,""
72,BLOOMINGTON PD,BLOOMINGTON,2022-05-25T00:00:00,9:40 AM,1,,1,0,0,"","","",4685 S LEONARD SPRINGS RD,"","",0,"",39.11828793,-86.591577,PRIVATE DRIVE,"",RURAL,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",GRAVEL,OVERCORRECTING/OVERSTEERING,RAN OFF ROAD,4685SLEONARDSPRINGSRD,""
73,MONROE SD,BLOOMINGTON,2022-04-08T00:00:00,6:34 AM,2,,1,0,0,"","","",W STATE RD 45,W AIRPORT RD,"",0,"",39.13631778,-86.59447817,STATE ROAD,"",RURAL,N,N,N,"",DAYLIGHT,RAIN,WET,"",T-INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WSTATERD45WAIRPORTRD,""
74,ISP BLOOMINGTON 33,BLOOMINGTON,2022-03-26T00:00:00,12:20 PM,2,,0,0,0,"","","",S HARMONY RD,W STATE RD 45,"",0,"",39.11099911,-86.63821152,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,WSTATERD45SHARMONYRD,""
75,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-04-19T00:00:00,6:40 PM,2,,0,0,0,"","","",N JORDAN AVE,E 10TH ST,"",211,"",39.17121491,-86.51568072,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NJORDANAVEE10THST,""
76,ISP BLOOMINGTON 33,BLOOMINGTON,2022-04-07T00:00:00,4:30 PM,3,,1,0,0,"","","",SR37,DILLMAN RD,"",0,"",39.09290205,-86.54604381,STATE ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SR37DILLMANRD,""
77,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-05-24T00:00:00,4:55 PM,2,,2,0,0,"","","",N FEE LN,N JORDAN AVE,"",0,"",39.18375004,-86.51923246,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NJORDANAVENFEELN,""
78,BLOOMINGTON PD,BLOOMINGTON,2022-03-13T00:00:00,8:30 PM,2,,0,0,0,"","","",W ARLINGTON VALLEY DR,N MERIDIAN DR,"",0,"",39.18311698,-86.54289044,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAWN/DUSK,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,WARLINGTONVALLEYDRNMERIDIANDR,""
79,BLOOMINGTON PD,BLOOMINGTON,2022-02-25T00:00:00,5:16 PM,2,,0,0,0,"","","",E 17TH ST,N GRANT ST,"",0,"",39.17890814,-86.53028489,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NGRANTSTE17THST,""
80,BLOOMINGTON PD,BLOOMINGTON,2022-02-03T00:00:00,6:18 AM,1,,0,0,0,"","","",S LINCOLN ST,E 4TH ST,"",0,"",39.16577511,-86.53105563,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),SNOW,SNOW/SLUSH,"",NO JUNCTION INVOLVED,"",ASPHALT,ROADWAY SURFACE CONDITION,RAN OFF ROAD,SLINCOLNSTE4THST,""
81,BLOOMINGTON PD,BLOOMINGTON,2022-02-02T00:00:00,5:00 AM,2,,1,0,0,"","","",N WALNUT ST,W 11TH ST,"",0,"",39.17302968,-86.53357692,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W11THSTNWALNUTST,""
82,BLOOMINGTON PD,BLOOMINGTON,2022-02-02T00:00:00,2:45 PM,2,,1,0,0,"","","",S KINGSTON DR,E 3RD ST,"",0,"",39.16346549,-86.49310838,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SKINGSTONDRE3RDST,""
83,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-03-17T00:00:00,2:15 PM,2,,0,0,0,"","","",N SUNRISE DR,E 7TH ST,"",0,"",39.16924098,-86.51246256,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT TURN,NSUNRISEDRE7THST,""
84,BLOOMINGTON PD,BLOOMINGTON,2022-04-17T00:00:00,1:30 AM,2,,0,0,0,1921,"","",S WALNUT ST,"","",0,"",39.14549871,-86.53167745,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,SWALNUTST,""
85,MONROE SD,BLOOMINGTON,2022-02-05T00:00:00,2:20 AM,2,,0,0,0,"","","",N SHELLY DR,W MCNEELEY ST,"",0,"",39.23767637,-86.60320706,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,ICE,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,RIGHT ANGLE,WMCNEELEYSTNSHELLYDR,""
86,BLOOMINGTON PD,BLOOMINGTON,2022-05-27T00:00:00,3:30 PM,2,,0,0,0,350,"","",S LANDMARK AVE,"","",0,"",39.16362564,-86.55630815,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,SLANDMARKAVE,""
87,MONROE SD,BLOOMINGTON,2022-02-06T00:00:00,9:28 AM,2,,0,0,0,"","","",N OLD STATE ROAD 37,E WHISNAND RD,"",581,"",39.2234945,-86.51680167,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,WET,"",T-INTERSECTION,"",ASPHALT,LEFT OF CENTER,SAME DIRECTION SIDESWIPE,NOLDSTATEROAD37EWHISNANDRD,""
88,BLOOMINGTON PD,BLOOMINGTON,2022-03-21T00:00:00,11:55 AM,2,,0,0,0,"","","",S. COLLEGE AVE,W. 3RD ST,"",0,"",39.164609,-86.534898,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,W.3RDSTS.COLLEGEAVE,""
89,BLOOMINGTON PD,BLOOMINGTON,2022-02-08T00:00:00,2:51 PM,2,,0,0,0,"","","",S ROGERS ST,W GUY AVE,"",50,"",39.14466234,-86.53896359,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,WGUYAVESROGERSST,""
90,MONROE SD,BLOOMINGTON,2022-05-29T00:00:00,6:50 AM,2,,0,0,0,"","","",W HEDGEWOOD DR,W ESTATE DR,"",0,"",39.12075177,-86.54119439,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,WHEDGEWOODDRWESTATEDR,""
91,MONROE SD,BLOOMINGTON,2022-03-06T00:00:00,8:05 AM,1,,0,0,1,"","","",N WALNUT ST,E WHISNAND RD,"",0,"",39.22542667,-86.54003567,COUNTY ROAD,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,NWALNUTSTEWHISNANDRD,""
92,ISP BLOOMINGTON 33,ELLETTSVILLE,2022-05-27T00:00:00,7:15 AM,2,,0,0,0,"","","",SR 46,LAKEVIEW DR,"",0,"",39.22100501,-86.60542328,STATE ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SR46LAKEVIEWDR,""
93,BLOOMINGTON PD,BLOOMINGTON,2022-05-15T00:00:00,1:48 AM,1,,0,0,0,"","","",S WALNUT ST,"","",0,"",39.14830307,-86.5330414,PRIVATE DRIVE,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),CLOUDY,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE LANE MOVEMENT,RAN OFF ROAD,SWALNUTST,""
94,BLOOMINGTON PD,BLOOMINGTON,2022-05-25T00:00:00,2:23 AM,3,,0,0,0,"","","",N WALNUT ST,W 7TH ST,"",211,"",39.16817042,-86.53360112,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,FAILURE TO MAINTAIN LANE,SAME DIRECTION SIDESWIPE,W7THSTNWALNUTST,""
95,BLOOMINGTON PD,BLOOMINGTON,2022-05-05T00:00:00,10:50 AM,2,,1,0,0,"","","",N MORTON ST,W 7TH ST,"",0,"",39.16856792,-86.53612191,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,W7THSTNMORTONST,""
96,BLOOMINGTON PD,BLOOMINGTON,2022-03-31T00:00:00,9:57 AM,2,,1,0,0,"","","",W 3RD ST,STATE RD 37,"",0,"",39.16447467,-86.57216854,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W3RDSTSTATERD37,""
97,MONROE SD,BLOOMINGTON,2022-01-28T00:00:00,2:58 PM,1,,0,0,0,"","","",S ADAMS ST,W MILLENIUM PARK,"",0,"",39.15297039,-86.55249953,"","",RURAL,N,N,N,"",DAYLIGHT,SNOW,SNOW/SLUSH,"",T-INTERSECTION,"",ASPHALT,ROADWAY SURFACE CONDITION,RAN OFF ROAD,WMILLENIUMPARKSADAMSST,""
98,BLOOMINGTON PD,BLOOMINGTON,2022-04-03T00:00:00,8:50 PM,2,,0,0,0,"","","",N WALNUT ST,"","",0,"",39.17515512,-86.53354992,PRIVATE DRIVE,"",URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,IMPROPER TURNING,BACKING CRASH,NWALNUTST,""
99,BLOOMINGTON PD,BLOOMINGTON,2022-03-04T00:00:00,10:16 AM,2,,0,0,0,"","","",3900 S. WALNUT ST SUITE D,"","",0,"",0,0,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,3900S.WALNUTSTSUITED,""
100,MONROE SD,BLOOMINGTON,2022-02-06T00:00:00,9:00 AM,2,,0,0,0,750,"","",N. DANIELS WAY,"","",0,"",39.173888,-86.597983,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,RIGHT ANGLE,N.DANIELSWAY,""
101,BLOOMINGTON PD,BLOOMINGTON,2022-04-14T00:00:00,3:25 PM,2,,0,0,0,1275,"","",S COLLEGE MALL RD,"","",0,"",39.15239768,-86.49602146,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,SCOLLEGEMALLRD,""
102,BLOOMINGTON PD,BLOOMINGTON,2022-03-23T00:00:00,12:18 PM,2,,0,0,0,"","","",3415 W. 3RD ST,"","",0,"",0,0,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,OVERCORRECTING/OVERSTEERING,BACKING CRASH,3415W.3RDST,""
103,BLOOMINGTON PD,BLOOMINGTON,2022-02-27T00:00:00,12:30 PM,2,,0,0,0,"","","",S. JORDAN AVE,E ATWATER AVE,"",0,"",0,0,"","",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,S.JORDANAVEEATWATERAVE,""
104,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-05-27T00:00:00,4:00 PM,1,,1,0,0,"","","",N JORDAN AVE,N FISHER CT,"",0,"",39.1837542,-86.51601113,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,IMPROPER PASSING,OTHER - EXPLAIN IN NARRATIVE,NJORDANAVENFISHERCT,""
105,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-04-05T00:00:00,10:22 AM,2,,0,0,0,"","","",N UNION ST,"","",0,"",39.17413614,-86.51074835,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NUNIONST,""
106,MONROE SD,BLOOMINGTON,2022-04-27T00:00:00,7:27 AM,1,,0,0,0,"","","",E LORELEI WAY,S SMITH RD,"",0,"",39.14662461,-86.48043908,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,DRIVER ILLNESS,RAN OFF ROAD,SSMITHRDELORELEIWAY,""
107,BLOOMINGTON PD,BLOOMINGTON,2022-03-08T00:00:00,4:10 PM,4,,0,0,0,"","","",W COUNTRY CLUB DR,S MILTON DR,"",1003,"",39.13619182,-86.54158678,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FAILURE TO MAINTAIN LANE,SAME DIRECTION SIDESWIPE,WCOUNTRYCLUBDRSMILTONDR,""
108,BLOOMINGTON PD,BLOOMINGTON,2022-05-21T00:00:00,2:00 AM,1,,0,0,0,"","","",N WALNUT ST,W 17TH ST,"",0,"",39.17894313,-86.53351254,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,RAN OFF ROAD,W17THSTNWALNUTST,""
109,MONROE SD,BLOOMINGTON,2022-04-02T00:00:00,8:40 AM,3,,0,0,0,"","","",N OARD RD,"","",0,"",39.16500289,-86.62020154,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,NOARDRD48,""
110,BLOOMINGTON PD,BLOOMINGTON,2022-05-25T00:00:00,11:51 AM,1,,0,0,0,"","","","3824 W 3RD ST BLOOMINGTON, IN","","",0,"",39.165912,-86.582241,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,"3824W3RDSTBLOOMINGTON,IN",""
111,MONROE SD,BLOOMINGTON,2022-03-14T00:00:00,7:05 AM,2,,0,0,0,"","","",W STATE ROAD 46,N SMITH PIKE,"",0,"",39.20999255,-86.58263821,STATE ROAD,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,WSTATEROAD46NSMITHPIKE,""
112,BLOOMINGTON PD,BLOOMINGTON,2022-02-06T00:00:00,12:27 PM,2,,0,0,0,"","","",N COLLEGE AVE,W 11TH ST,"",0,"",39.17328752,-86.53481073,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,W11THSTNCOLLEGEAVE,""
113,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-05-06T00:00:00,5:55 PM,2,,0,0,0,"","","",N JORDAN AVE,E 10TH ST,"",0,"",39.17181044,-86.5156516,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,UNSAFE LANE MOVEMENT,LEFT TURN,NJORDANAVEE10THST,""
114,MONROE SD,BLOOMINGTON,2022-04-25T00:00:00,11:46 AM,1,,1,0,0,"","","",W SR 48,"","",0,"",39.16845493,-86.67068071,STATE ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,WSR48,""
115,BLOOMINGTON PD,BLOOMINGTON,2022-04-09T00:00:00,5:00 PM,2,,0,0,0,"","","",346 S GRANT ST,"","",0,"",39.16505388,-86.53021299,PRIVATE DRIVE,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",CONCRETE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BACKING CRASH,346SGRANTST,""
116,BLOOMINGTON PD,BLOOMINGTON,2022-03-12T00:00:00,4:40 PM,2,,0,0,0,528,"","",S COLLEGE AVE; SEMINARY SQ KROGER,"","",0,"",39.16091502,-86.53558609,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,BACKING CRASH,SCOLLEGEAVE;SEMINARYSQKROGER,""
117,BLOOMINGTON PD,BLOOMINGTON,2022-04-08T00:00:00,1:25 PM,2,,1,0,0,"","","",E 7TH ST,N LINCOLN ST,"",0,"",39.16853673,-86.53043694,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,CELL PHONE USAGE,REAR END,NLINCOLNSTE7THST,""
