Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,S COLLEGE MALL RD,E COVENANTER DR,,300.0,S,39.1234643,-86.49774,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,RAN OFF ROAD,COLLEGEMALLRDCOVENANTERDR,OTHER REGULATORY SIGN/MARKING,2020-07-07 07:15:00
MONROE SD,BLOOMINGTON,1,1.0,0.0,0.0,0,,,,SR 46,E KINGS RD,,1250.0,E,39.16481395,-86.4513866,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,OTHER - EXPLAIN IN NARRATIVE,EKINGSRDSR46E,LANE CONTROL,2020-07-07 13:09:00
MONROE SD,BLOOMINGTON,2,0.0,2.0,0.0,0,,,,W VERNAL PIKE,,,300.0,E,39.18904,-86.630096,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,LEFT OF CENTER,HEAD ON BETWEEN TWO MOTOR VEHICLES,NTHOMASRDWVERNALPIKE,NONE,2020-07-07 15:17:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,W TAPP RD,S ADAMS ST,,,,39.136565,-86.5544,LOCAL/CITY ROAD,N,URBAN,Y,N,B,,DAYLIGHT,CLEAR,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SADAMSSTWTAPPRD,ROUNDABOUT INTERSECTION,2020-07-07 16:16:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S WALNUT ST,W DODDS ST,,,,39.15742,-86.53365,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,EDODDSSTSWALNUTST,YIELD SIGN,2020-07-07 19:55:00
ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,1.0,0.0,0,,,Y,SR 46,SR 46 TURNAROUND,,100.0,E,39.24451265,-86.63466086,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,PARKSTSR46W,LANE CONTROL,2020-07-08 07:55:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S FAIRFAX RD,S WALNUT ST PIKE,,,,39.10719,-86.52648,LOCAL/CITY ROAD,N,RURAL,N,Y,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SFAIRFAXRDSWALNUTSTREETPIKE,LANE CONTROL,2020-07-08 12:20:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,S OLD SR 37,,,2110.0,N,39.2428199,-86.53946,LOCAL/CITY ROAD,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,,RAN OFF ROAD,MONROEDAMRDSOLDSTATE37RD,LANE CONTROL,2020-07-08 22:50:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,SR 45,ENTRANCE TO SAM'S CLUB,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,SR37SWBLOOMFIELDRD,TRAFFIC CONTROL SIGNAL,2020-07-09 10:47:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S ROGERS ST,ENTRANCE TO IU HEALTH BLOOMINGTON HOSPITAL,,635.0,S,39.0942478,-86.5387,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SOUTHROGERSSTWEST2NDST,LANE CONTROL,2020-07-09 16:30:00
BLOOMINGTON PD,BLOOMINGTON,2,1.0,0.0,0.0,0,,,,S COLLEGE AVE,W 1ST ST,,,,39.15944,-86.53488,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SCOLLEGEAVEW1STST,TRAFFIC CONTROL SIGNAL,2020-07-09 17:25:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,2811.0,,,S LEONARD SPRINGS RD,W TAPP RD,,150.0,S,39.12050278,-86.582295,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF ROAD,LEONARDSPRINGSRD,NONE,2020-07-09 19:44:00
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,N SHUFFLE CREEK RD,,,1584.0,S,39.08349974,-86.4009,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,CONCRETE,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,ESOUTHSHOREDRNSHUFFLECREEKRD,NONE,2020-07-10 19:44:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S WALNUT ST,W 4TH ST,,,,39.16558,-86.53362,LOCAL/CITY ROAD,N,URBAN,N,N,Y,WORK ON SHOULDER,DAWN/DUSK,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,FOURTHSTWALNUTST,LANE CONTROL,2020-07-10 21:09:00
DNR LAW ENFORCEMENT,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,PAYNETOWN CAMPGROUND RD,,,600.0,W,39.092112,-86.422832,UNKNOWN,N,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,PAYNETOWNBEACHRDPAYNETOWNCAMPGROUNDRD,OTHER REGULATORY SIGN/MARKING,2020-07-10 21:55:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,513.0,,,W GRANITE DR,,,,,39.18058102,-86.53868777,UNKNOWN,Y,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,NON-COLLISION,WGRANITEDR,NONE,2020-07-10 23:59:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,3.0,0.0,0,,,,E MILLER DR,S PARK AVE,,45.0,E,39.147024,-86.524288,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,TIRE FAILURE OR DEFECTIVE,RAN OFF ROAD,EMILLERDRSPARKAVE,NONE,2020-07-11 00:02:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,E CLEVE BUTCHER RD,,,2800.0,E,39.05820067,-86.48895692,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,HEADLIGHT DEFECTIVE OR NOT ON,RAN OFF ROAD,CLEVEBUTCHERRDSFAIRFAXRD,NONE,2020-07-11 03:11:00
MONROE SD,BLOOMINGTON,2,1.0,0.0,0.0,0,,,,W VERNAL PIKE,N CURRY PIKE,,,,39.179248,-86.5832,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,NCURRYPIKEWVERNALPIKE,TRAFFIC CONTROL SIGNAL,2020-07-11 08:10:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,W KIRKWOOD AVE,S WALNUT ST,,50.0,W,39.16664,-86.5336,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,WKIRKWOODAVEWALNUTST,NONE,2020-07-11 13:38:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E BOLTINGHOUSE RD,,,660.0,N,39.28477093,-86.47286,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,EBOLTINGHOUSERDOOLDMEYERSRD,NONE,2020-07-11 16:02:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,I-69 S,,,1000.0,S,39.15988207,-86.52315,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,I69SWESTSAMPLERD,NONE,2020-07-11 18:44:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,E ROBINSON RD,,,500.0,W,39.24065,-86.44318677,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EASTNEHRTRDEASTROBINSONRD,NONE,2020-07-11 20:19:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 48,S GATES DR,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER ASLEEP OR FATIGUED,RIGHT ANGLE,NGATESDRW3RDST,TRAFFIC CONTROL SIGNAL,2020-07-11 22:13:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N DUNN ST,E 9TH ST,,,,39.170544,-86.52824,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,UNKNOWN,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,9THSTDUNNST,NONE,2020-07-12 11:26:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,W 3RD ST,I-69 S,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,BRAKE FAILURE OR DEFECTIVE,RAN OFF ROAD,I69SW3RDST,TRAFFIC CONTROL SIGNAL,2020-07-12 11:45:00
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,1.0,0.0,0,,,,SR 46,N UNION VALLEY RD,,,,39.215152,-86.5928,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SR46WUNIONVALLEYRD,TRAFFIC CONTROL SIGNAL,2020-07-12 14:30:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,1206.0,,,W 6TH ST,N PINE ST,,,,39.16792,-86.54876,UNKNOWN,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,CONCRETE,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,OTHER - EXPLAIN IN NARRATIVE,W6THST,NONE,2020-07-12 15:25:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N WALNUT ST,W KIRKWOOD AVE,,,,39.16664,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,LEFT TURN,NWALNUTSTWKIRKWOODAVE,TRAFFIC CONTROL SIGNAL,2020-07-12 16:05:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N WALNUT ST,E KIRKWOOD AVE,,,,39.16664,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,EKIRKWOODAVENWALNUTST,NONE,2020-07-12 16:25:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,W 3RD ST,S MULLER PKWY,,,,39.1645,-86.5627,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,COLLISION WITH OBJECT IN ROAD,SMULLERPKWYW3RDST,NONE,2020-07-12 17:24:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,1820.0,,,W FOUNTAIN DR,ENTRANCE TO ROTO-ROOTER PLUMBING,,,,39.17252,-86.55392,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,WFOUNTAINDR,NONE,2020-07-12 17:54:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,2920.0,,,SR 45,,,,,39.17159394,-86.49946061,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,E10THST,NONE,2020-07-12 23:00:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,W BLOOMFIELD RD,I-69 N,,45.0,E,0.0,0.0,STATE ROAD,N,URBAN,N,Y,N,,DAWN/DUSK,CLEAR,DRY,,INTERCHANGE,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I69NSR45W,NONE,2020-07-13 06:45:00
ISP BLOOMINGTON 33,BLOOMINGTON,3,,0.0,0.0,0,,,,E SMITHVILLE RD,S FAIRFAX RD,,0.0,W,39.07114216,-86.50323576,COUNTY ROAD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SFairfaxRdESmithvilleRd,,2020-07-13 07:59:00
BLOOMINGTON PD,BLOOMINGTON,2,1.0,1.0,0.0,0,,,,SR 48,S LIBERTY DR,,,,39.16461,-86.57913,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,LIBERTYDRTHIRDST,TRAFFIC CONTROL SIGNAL,2020-07-13 08:17:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 48,I-69 S,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,SAME DIRECTION SIDESWIPE,3RDSTI69S,TRAFFIC CONTROL SIGNAL,2020-07-13 10:05:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 46,N LOWER BIRDIE GALYAN RD,,,,39.16269,-86.41335,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,UNSAFE SPEED,REAR END,LOWERBIRDIEGALYANRDSR46E,NONE,2020-07-13 13:38:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,SR 45,,,0.0,S,39.13962303,-86.5892755,STATE ROAD,,RURAL,N,N,Y,WORK ON SHOULDER,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,OTHER - EXPLAIN IN NARRATIVE,IMPROPER TURNING,LEFT/RIGHT TURN,StateRd45,,2020-07-13 13:55:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 46,N LOWER BIRDIE GALYAN RD,,,,39.16269,-86.41335,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,LOWERBIRDIEGALYANRDSR46E,NONE,2020-07-13 14:24:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S PECAN LN,,,300.0,S,0.0,0.0,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SOAKDALESQAUREDRSPECANLN,NONE,2020-07-13 17:30:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,I-69 N,,,581.0,S,39.2870018,-86.51969827,INTERSTATE,,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,OTHER - EXPLAIN IN NARRATIVE,NFoxHollowRdI-69,,2020-07-14 09:00:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 3RD ST,S HAWTHORNE DR,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,HAWTHORNELNTHIRDST,TRAFFIC CONTROL SIGNAL,2020-07-14 12:37:00
MONROE SD,BLOOMINGTON,2,1.0,0.0,0.0,0,6240.0,,,S WALNUT ST,,,1000.0,S,38.99374186,-86.5379,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,SROGERSSTSR37S,NONE,2020-07-14 15:13:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N KINSER PIKE,W GOURLEY PIKE,,,,39.185392,-86.537856,LOCAL/CITY ROAD,N,URBAN,N,N,Y,WORK ON SHOULDER,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NKINSERPIKEWGOURLEYPIKE,NONE,2020-07-14 15:34:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S WALNUT ST,E VERMILYA AVE,,30.0,N,39.15209106,-86.53324,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EVERMILYAAVESWALNUTST,NONE,2020-07-14 16:16:00
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,SR 37,S WALNUT ST,,200.0,S,0.0,0.0,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/LEVEL,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,SOLDSR37RDSR37S,TRAFFIC CONTROL SIGNAL,2020-07-14 17:28:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W 2ND ST,S COLLEGE AVE,,,,39.16138,-86.53493,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SOUTHCOLLEGEAVEWEST2NDST,TRAFFIC CONTROL SIGNAL,2020-07-14 19:38:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,S LEONARD SPRINGS RD,W FAIRINGTON DR,,,,39.13589,-86.58261,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,SAME DIRECTION SIDESWIPE,FAIRINGTONDRLEONARDSPRINGSRD,NONE,2020-07-14 21:51:00
MONROE SD,ELLETTSVILLE,1,0.0,0.0,0.0,0,,,,SR 46,W DEPOT ST,,200.0,E,39.232048,-86.619696,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,RAN OFF ROAD,DEPOTRDWMAINST,NONE,2020-07-15 02:50:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,0,,,,SR 46,,,370.0,W,39.15187106,-86.39050772,STATE ROAD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,HOLES/RUTS IN SURFACE,NON-COLLISION,StateRd46NBrummettsCreekRd,,2020-07-15 07:40:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,4738.0,,,W VERNAL PIKE,ENTRANCE TO UNITED STATES POSTAL SERVICE,,500.0,W,39.179248,-86.5832,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NCURRYPIKEWVERNALPIKE,NONE,2020-07-15 17:55:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 3RD ST,S SWAIN AVE,,,,39.16425,-86.51526,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SWAINAVETHIRDST,NONE,2020-07-15 18:37:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S WALNUT ST,E GRIMES LN,,,,39.15335,-86.53371,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,GRIMESLNSWALNUTST,TRAFFIC CONTROL SIGNAL,2020-07-16 13:29:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,SR 46,I-69 S,,528.0,W,39.18729265,-86.55636496,STATE ROAD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,INTERCHANGE,,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,SR46I69,,2020-07-16 14:33:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,S WALNUT ST,E 3RD ST,,,,39.1646,-86.53363,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,LEFT/RIGHT TURN,ETHIRDSTSWALNUTST,TRAFFIC CONTROL SIGNAL,2020-07-16 19:23:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W 3RD ST,S MADISON ST,,,,39.164704,-86.537296,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SMADISONSTW3RDST,TRAFFIC CONTROL SIGNAL,2020-07-16 19:26:00
MONROE SD,BLOOMINGTON,2,1.0,0.0,0.0,0,,,,SR 446,S KNIGHTRIDGE RD (MID),,,,39.13587,-86.45682,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SKNIGHTRIDGERDSR446N,NONE,2020-07-17 13:05:00
DNR LAW ENFORCEMENT,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,E MORNING BROOK LN,S STRAIN RIDGE RD,,,,39.0286256,-86.5214165,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,EMORNINGBROOKLNSTRAINRIDGERD,LANE CONTROL,2020-07-17 13:45:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W GOURLEY PIKE,N MONROE ST,,,,39.18642,-86.54671,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NORTHMONROESTWESTGOURLEYPIKE,STOP SIGN,2020-07-17 18:10:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,N DUNN ST,E 17TH ST,,,,39.17901,-86.52833,,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,,DUNNSTEAST17THST,TRAFFIC CONTROL SIGNAL,2020-07-17 18:19:00
