_id,Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime
66,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,SR 45/46,W STONELAKE DR,,,,39.186823,-86.54668,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,CELL PHONE USAGE,REAR END,NMONROESTWSTATERD4546BYPASSRD,NONE,2021-12-20 19:15:00
67,BLOOMINGTON PD,BLOOMINGTON,1,,0.0,0,0,,,,SR 46,,,950.0,S,39.16620267,-86.4992593,STATE ROAD,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,ICE,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,RAN OFF ROAD,STATERD46E7THST,,2021-12-19 02:40:00
68,BLOOMINGTON PD,BLOOMINGTON,1,,0.0,0,1,,,,I-69,,,0.0,,39.19829908,-86.5544445,INTERSTATE,,RURAL,N,Y,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,69121.5,,2021-12-19 05:15:00
69,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,SR 48,S LIBERTY DR,,0.0,,39.164606,-86.579131,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W3RDSTSLIBERTYDR,,2021-12-19 14:53:00
70,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,SR 45,W DINSMORE RD (SW),,,,39.1132231,-86.6347686,STATE ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SDINSMORERDSR45W,LANE CONTROL,2021-12-19 22:58:00
71,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,S GATES DR,SR 48,,0.0,,39.16462664,-86.5762238,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER LANE USAGE,LEFT TURN,W3RDSTNGATESDR,,2021-12-18 04:10:00
72,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W BLOOMFIELD RD,I-69,,,,39.14952351,-86.56916178,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FIVE POINT OR MORE,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SSTATE69RDWBLOOMFIELDRD,YIELD SIGN,2021-12-18 09:45:00
73,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S WALNUT ST,,,750.0,S,39.142048,-86.531088,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SWALNUTSTSOUTHDR,NONE,2021-12-18 10:56:00
74,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,E RHORER RD,S FOX CHASE RUN,,300.0,E,39.12146,-86.49662494,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,RAN OFF ROAD,ERHORERRDSFOXCHASERUN,NO PASSING ZONE,2021-12-18 13:20:00
75,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,SR 45,E MARTIN DR,,100.0,S,39.20459324,-86.46353123,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EMARTINDRSR45E,NONE,2021-12-18 14:22:00
76,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,SR 48,S GATES DR,,0.0,,39.16462329,-86.57631576,LOCAL/CITY ROAD,,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,W3RDSTNGATESDR,,2021-12-18 17:11:00
77,MONROE SD,ELLETTSVILLE,1,0.0,0.0,0,1,,,,N LOUDEN RD,,,1000.0,S,39.1106693,-86.639875,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,NLOUDENRDWRATLIFFRD,LANE CONTROL,2021-12-18 17:36:00
78,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 7TH ST,N LINCOLN ST,,,,39.16864,-86.530992,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,7THSTLINCOLNST,STOP SIGN,2021-12-18 17:44:00
79,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,W COUNTRY CLUB DR,S BANTA AVE,,0.0,,39.13631674,-86.54548959,COUNTY ROAD,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WCOUNTRYCLUBDRSBANTAAVE,,2021-12-18 20:17:00
80,MONROE SD,BLOOMINGTON,2,0.0,2.0,0,0,,,,S LEONARD SPRINGS RD,CEDAR CHASE DR,,,,0.0,0.0,COUNTY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,CEADRCHASEDRLEONARDSPRINGSRD,STOP SIGN,2021-12-18 20:38:00
81,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E 10TH ST,ENTRANCE TO TULIPTREE APARTMENTS,,0.0,,39.17159902,-86.50485483,LOCAL/CITY ROAD,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,T-INTERSECTION,,ASPHALT,IMPROPER TURNING,LEFT TURN,E10THSTE10THST,,2021-12-18 21:10:00
82,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,1411,,,N WOODBURN AVE,,,1003.0,,39.180752,-86.53595603,LOCAL/CITY ROAD,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LANE MOVEMENT,REAR END,WRILEYDRNWOODBURNAVE,,2021-12-18 23:00:00
83,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,SR 48,S PARK SQUARE DR,,100.0,W,0.0,0.0,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,PROFILEPKWYSR48,TRAFFIC CONTROL SIGNAL,2021-12-17 04:15:00
84,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,W 3RD ST,S WESTPLEX AVE,,0.0,,39.16440119,-86.55414052,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W3RDSTSWESTPLEXAVE,,2021-12-17 04:52:00
85,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,,1.0,0,0,,,,E 7TH ST,N FORREST AVE (W),,0.0,,39.16847157,-86.52234382,LOCAL/CITY ROAD,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NFORRESTAVEE7THST,,2021-12-17 06:30:00
86,BLOOMINGTON PD,BLOOMINGTON,2,,1.0,0,0,,,,S ALLENDALE DR,S EDDINGTON DR,,0.0,,39.130719,-86.526107,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SALLENDALEDREDDINGTONDR,,2021-12-17 08:25:00
87,BLOOMINGTON PD,BLOOMINGTON,2,,1.0,0,0,,,,SR 46,SR 446,,0.0,,39.16435682,-86.47203631,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,STEERING FAILURE,HEAD ON BETWEEN TWO MOTOR VEHICLES,STATERD446E3RDST,,2021-12-17 10:10:00
88,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,3400,,,N HEADLEY RD,,,,,0.0,0.0,LOCAL/CITY ROAD,Y,RURAL,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,3400NHEADLEYRD,NONE,2021-12-17 10:30:00
89,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,W KIRKWOOD AVE,N COLLEGE AVE,,0.0,,39.16661391,-86.53467252,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,WKIRKWOODAVENCOLLEGEAVE,,2021-12-17 12:59:00
90,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,S LIBERTY DR,SR 48,,581.0,,39.16364308,-86.57914384,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,W3RDSTSLIBERTYDR,,2021-12-17 14:00:00
91,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E DRISCOLL ST,S WALNUT ST,,50.0,E,39.152468,-86.53368232,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,EDRISCOLLDRSWALNUTST,NONE,2021-12-17 14:10:00
92,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0,0,,,,SR 45/46,N MILO B SAMPSON LN,,,,39.18622,-86.522163,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NMILOBSAMPSONLNSR46,TRAFFIC CONTROL SIGNAL,2021-12-17 15:25:00
93,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,E SOUTHSHORE DR,,,4200.0,E,0.0,0.0,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,ESOUTHSHOREDRNRICHARDSONRD,NONE,2021-12-17 17:04:00
94,BLOOMINGTON PD,BLOOMINGTON,2,,1.0,0,0,,,,S LIBERTY DR,SR 45,,0.0,,39.14503131,-86.57777452,LOCAL/CITY ROAD,,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,WSTATERD45SLIBERTYDR,,2021-12-17 17:25:00
95,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S WALNUT ST,ENTRANCE TO CLEAR CREEK CROSSING (S),,500.0,S,39.121552,-86.531296,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,RHORERRDSOLDSR37RD,NONE,2021-12-17 18:10:00
96,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,SR 45/46,N DUNN ST,,422.0,,39.18627812,-86.52751512,STATE ROAD,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,STATERD45NDUNNST,,2021-12-17 18:30:00
97,MONROE SD,BLOOMINGTON,3,0.0,0.0,0,0,,,,S WALNUT ST,ENTRANCE TO CLEAR CREEK CROSSING (N),,100.0,S,39.1109002,-86.531363,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ROADWAY SURFACE CONDITION,REAR END,SOLDSTATEROAD37RDWGORDONPIKE,NONE,2021-12-17 18:44:00
98,BLOOMINGTON PD,BLOOMINGTON,3,,1.0,0,0,,,,E 3RD ST,S JEFFERSON ST,,0.0,,39.16427125,-86.5068322,LOCAL/CITY ROAD,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SJEFFERSONSTE3RDST,,2021-12-17 19:43:00
99,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N COLLEGE AVE,W 17TH ST,,,,39.17896,-86.53472,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,NORTHCOLLEGEAVEWEST17THST,TRAFFIC CONTROL SIGNAL,2021-12-16 01:50:00
100,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E AZALEA LN,S HIGHLAND AVE,,53.0,,39.14447564,-86.51751226,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,BACKING CRASH,SHIGHLANDAVEEAZALEALN,,2021-12-16 05:33:00
101,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,SR 48,,,2000.0,W,39.16876502,-86.66806561,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SR48WVERNALPIKE,LANE CONTROL,2021-12-16 06:05:00
102,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,3939,,,SR 48,S CURRY PIKE,,0.0,,0.0,0.0,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAWN/DUSK,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,3939W3RDST,,2021-12-16 07:47:00
103,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W COCKRELL RD,S SWEETWATER LN,,,,39.105024,-86.581312,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOUTHSWEETWATERLNWESTCOCKRELLRD,NONE,2021-12-16 08:05:00
104,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,N COLLEGE AVE,W 8TH ST,,100.0,,39.169503,-86.534847,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W8THSTNCOLLEGEAVE,,2021-12-16 09:26:00
105,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E 3RD ST,S LINCOLN ST,,0.0,,39.16459667,-86.53086609,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,SLINCOLNSTE3RDST,,2021-12-16 12:47:00
106,BLOOMINGTON PD,BLOOMINGTON,2,,1.0,0,0,,,,SR 45,E TAMARRON DR,,0.0,,39.17364549,-86.48214167,,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,ETAMARRONDRE10THST,,2021-12-16 13:10:00
107,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N JORDAN AVE,E 10TH ST,,,,39.171584,-86.515629,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,RIGHT ANGLE,JORDANAVETENTHST,TRAFFIC CONTROL SIGNAL,2021-12-16 13:15:00
108,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0,0,,,,SR 45/46,E 10TH ST,,,,0.0,0.0,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR46UNIONVILLERD,TRAFFIC CONTROL SIGNAL,2021-12-16 17:10:00
109,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,S ROSE AVE,E 3RD ST,,0.0,,39.16439867,-86.51097716,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SROSEAVEE3RDST,,2021-12-16 17:10:00
110,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E 3RD ST,S JORDAN AVE,,0.0,,39.16424894,-86.51610518,LOCAL/CITY ROAD,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,SJORDANAVEE3RDST,,2021-12-16 17:22:00
111,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N CURRY PIKE,W PROFILE PKWY,,,,39.174565,-86.583026,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,CURRYPIKEPROFILEPKWY,TRAFFIC CONTROL SIGNAL,2021-12-16 17:28:00
112,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W 3RD ST,S WESTPLEX AVE,,,,39.164394,-86.5539028,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WTHIRDSTWESTPLEXAVE,NONE,2021-12-16 18:16:00
113,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,I-69 S,SR 48,,0.0,,39.16478868,-86.57378377,INTERSTATE,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,RAMP,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W3RDSTSTATERD37,,2021-12-16 19:58:00
114,BLOOMINGTON PD,BLOOMINGTON,4,0.0,0.0,0,0,,,,E 12TH ST,N LINCOLN ST,,200.0,E,39.17443342,-86.53028663,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,,12THSTLINCOLNST,NONE,2021-12-15 00:10:00
115,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 3RD ST,S JORDAN AVE,,,,39.164263,-86.516394,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,LEFT TURN,ETHIRDSTSJORDANAVE,TRAFFIC CONTROL SIGNAL,2021-12-15 01:08:00
116,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,SR 46,,,2000.0,W,0.0,0.0,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,HEDRICKRDSR46W,NONE,2021-12-15 10:28:00
117,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E 6TH ST,N WASHINGTON ST,,0.0,,39.16755548,-86.53241336,LOCAL/CITY ROAD,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE BACKING,REAR TO REAR,NWASHINGTONSTE6THST,,2021-12-15 20:32:00
118,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,I-69 S,,,0.0,S,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I69S112.5,NONE,2021-12-15 21:35:00
119,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S HIGHLAND AVE,E ATWATER AVE,,,,39.16307,-86.517712,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ATWATERAVEHIGHLANDAVE,STOP SIGN,2021-12-15 21:48:00
120,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E 3RD ST,S OVERHILL DR,,0.0,,39.16423212,-86.50079469,LOCAL/CITY ROAD,,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SOVERHILLDRE3RDST,,2021-12-14 06:14:00
121,MONROE SD,ELLETTSVILLE,1,0.0,0.0,0,0,9329,,,N FULFORD,W BRIGHTON RD,,,,39.31898712,-86.62292729,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,NFULFORDRD,NONE,2021-12-14 06:37:00
122,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E ATWATER AVE,S PARK AVE,,0.0,,39.163117,-86.524016,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SPARKAVEATWATERAVE,,2021-12-14 12:02:00
123,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N UNION ST,E 5TH ST,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,FIFTHSTUNIONST,STOP SIGN,2021-12-14 13:25:00
124,BLOOMINGTON PD,BLOOMINGTON,3,,1.0,0,0,,,,N COLLEGE AVE,SR 45/46,,0.0,,0.0,0.0,LOCAL/CITY ROAD,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NCOLLEGEAVE45/46BYPASS,,2021-12-14 21:04:00
125,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,1225,,,BRISCOE CIRCLE,,,,,39.178191,-86.51999,UNKNOWN,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,FEELN,NONE,2021-12-13 02:44:00
126,ELLETTSVILLE PD,ELLETTSVILLE,3,0.0,0.0,0,0,,,,SR 46,W JUDY ST,,,,39.24424,-86.6344,STATE ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,JUDYSTSR46W,LANE CONTROL,2021-12-13 07:22:00
127,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N SMITH PIKE,W WOODYARD RD,,,,0.0,0.0,LOCAL/CITY ROAD,N,RURAL,N,N,Y,INTERMITTENT OR MOVING WORK,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NSMITHPIKEWWOODYARDRD,STOP SIGN,2021-12-13 08:38:00
128,BLOOMINGTON PD,BLOOMINGTON,2,,1.0,0,0,,,,SR 46,S PETE ELLIS DR,,0.0,,39.16416758,-86.49452395,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SPETEELLISDRE3RDST,,2021-12-13 12:50:00
129,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,W 3RD ST,I-69,,0.0,,39.164522,-86.573015,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W3RDSTI69,,2021-12-13 13:42:00
130,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N JORDAN AVE,E LAW LN,,,,39.173403,-86.515448,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ELAWLNJORDANAVE,LANE CONTROL,2021-12-13 14:20:00
