Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,S ROGERS,W 3RD ST,,,,39.16472,-86.538592,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,SROGERSSTW3RDST,TRAFFIC CONTROL SIGNAL,2019-07-30 23:03:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45,S LIBERTY DR,,,,39.145152,-86.5776,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SLIBERTYDRSR45W,TRAFFIC CONTROL SIGNAL,2019-07-31 13:39:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S COLLEGE,W KIRKWOOD AVE,,,,39.16664,-86.5348,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SCOLLEGEAVEWKIRKWOODAVE,TRAFFIC CONTROL SIGNAL,2019-07-31 19:15:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E BETHEL,N STIDD DR,,1000.0,W,39.214752,-86.477504,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EBETHELLNNSTIDDDR,NONE,2019-07-31 05:17:00
MONROE SD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,N MAPLE GROVE,W MAPLE GROVE RD,,1000.0,N,39.24744,-86.547792,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,NMAPLEGROVERDWMAPLEGROVERD,NONE,2019-07-31 16:15:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N PROFILE,SR 48,,,,39.16468,-86.586175,COUNTY ROAD,Y,RURAL,N,N,B,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,PROFILEPKWYW3RDST,TRAFFIC CONTROL SIGNAL,2019-07-31 20:00:00
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,SR 46,JUDY ST,,50.0,W,39.24434455,-86.63451451,STATE ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ENGINE FAILURE OR DEFECTIVE,BACKING CRASH,JUDYSTSR46W,LANE CONTROL,2019-07-31 22:43:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,2.0,0.0,0.0,,,,SR 46,S FRIENDSHIP RD,,1375.0,W,39.15720808,-86.40891997,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,FRIENDSHIPRDSR46E,LANE CONTROL,2019-07-31 14:00:00
MONROE SD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,SR 46,,,300.0,E,39.20717799,-86.57292212,STATE ROAD,N,RURAL,N,Y,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SR46WWARLINGTONRD,NONE,2019-07-31 18:44:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 46,SR 46,,348.0,N,0.0,0.0,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,EIGHTHSTSR46,NONE,2019-08-01 12:32:00
BLOOMINGTON PD,BLOOMINGTON,2,1.0,0.0,0.0,0.0,,,,W 2ND,S COLLEGE AVE,,,,39.16138,-86.53493,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,LEFT TURN,2NDSTCOLLEGEAVE,TRAFFIC CONTROL SIGNAL,2019-08-01 11:52:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N HARTSTRAIT,W DALLAS LN,,,,39.22075,-86.61201,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,DALLASLNHARTSTRAITRD,LANE CONTROL,2019-08-01 12:53:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,S RAMSEY DR,S RENWICK BLVD,,100.0,W,39.14618,-86.50305134,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,RAMSEYDRRENWICKBLVD,NONE,2019-08-01 03:13:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,1318.0,,,S WASHINGTON,E WILSON ST,,100.0,S,39.14123901,-86.53283,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER LANE USAGE,REAR END,1318SWASHINGTONSTWILSONST,NONE,2019-08-01 00:01:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,SR 45,N PRAIRIE GREEN CT,,100.0,E,0.0,0.0,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,RAN OFF ROAD,NPRAIRIEGREENCTSR45E,NONE,2019-08-01 19:03:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,W SAMPLE,N CANYON CT,,100.0,S,0.0,0.0,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,CELL PHONE USAGE,RAN OFF ROAD,CANYONDRSAMPLERD,NONE,2019-08-01 12:22:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 37,S WALNUT ST,,,,39.16464,-86.5336,STATE ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FOLLOWING TOO CLOSELY,REAR END,SR37WALNUTST,TRAFFIC CONTROL SIGNAL,2019-08-02 07:15:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,SR 45,N SMITH RD,,,,39.172752,-86.482288,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E10STNSMITHRD,STOP SIGN,2019-08-02 17:34:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 446,S KNIGHTRIDGE RD,,,,39.13587,-86.45682,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SKNIGHTRIDGERDSR446S,NONE,2019-08-02 16:52:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 48,S CURRY PIKE,,100.0,E,39.16464,-86.58296865,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCURRYPIKEW3RDST,NONE,2019-08-03 17:40:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S SWAIN AVE,,,,39.16425,-86.51526,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SWAINAVETHIRDST,NONE,2019-08-03 14:08:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S GATES,SR 48,,,,39.16459,-86.5762,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,LEFT/RIGHT TURN,NGATESDRW3RDST,TRAFFIC CONTROL SIGNAL,2019-08-03 10:00:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WALNUT,W COUNTRY CLUB DR,,,,39.13597,-86.53111,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SWALNUTSTWCOUNTRYCLUBDR,TRAFFIC CONTROL SIGNAL,2019-08-03 12:10:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 46,I-69,Y,,,39.22693499,-86.6149,LOCAL/CITY ROAD,N,RURAL,N,N,Y,X-OVER/LANE SHIFT,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,INTERSTATE69NORTHHWYWSTATEROAD46HWY,NONE,2019-08-03 11:30:00
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,SR 46,N HARTSTRAIT RD,,1500.0,E,39.22766,-86.61606992,STATE ROAD,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,HARTSTRAITRDSR46W,LANE CONTROL,2019-08-03 10:52:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,S CURRY,W CONSTITUTION AVE,,50.0,S,39.14598458,-86.58262,COUNTY ROAD,N,URBAN,Y,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH ANIMAL OTHER,CONSTITUTIONAVECURRYPIKE,NONE,2019-08-03 21:38:00
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,W ALLEN,S ADAMS ST,,,,39.155952,-86.550592,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ADAMSSTALLENST,STOP SIGN,2019-08-03 19:32:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S FAIRFAX,E SCHACHT RD,,,,39.06071,-86.49854996,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SFAIRFAXRDSCHACHTRD,NONE,2019-08-03 18:04:00
ISP BLOOMINGTON 33,ELLETTSVILLE,1,0.0,1.0,0.0,0.0,,,,SR 46,W GRANT ST,,10.0,N,39.23931943,-86.629445,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,INTERCHANGE,STRAIGHT/HILLCREST,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,GRANTSTSR46,LANE CONTROL,2019-08-03 14:02:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W DIXIE,S ROGERS ST,,60.0,W,39.15664,-86.538592,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT ANGLE,SROGERSSTWDIXIEST,STOP SIGN,2019-08-03 18:10:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45/46,N KINSER PIKE,,,,39.186544,-86.537888,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,NKINSERPIKEWSTATEROAD4546BYP,TRAFFIC CONTROL SIGNAL,2019-08-04 07:58:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S SARE,E CANADA DR,,,,39.12659,-86.50431,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,CANADADRSARERD,STOP SIGN,2019-08-04 10:26:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,3216.0,,,S ACADIA,,,,,39.13433167,-86.51939167,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/GRADE,CONCRETE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT TURN,SACADIACT,NONE,2019-08-04 17:35:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,3205.0,,,SR 45,ENTRANCE TO SAM'S CLUB,,,,39.148448,-86.573,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,WSTATEROAD45RD,NONE,2019-08-04 14:49:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WALNUT,S ORCHARD LN,,,,0.0,0.0,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOLDIN37RDSORCHARDLN,STOP SIGN,2019-08-05 16:40:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S SARE,E CANADA DR,,100.0,S,39.11602582,-86.50431,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT ANGLE,ECANADADRSSARERD,STOP SIGN,2019-08-05 18:00:00
MONROE SD,BLOOMINGTON,2,1.0,0.0,0.0,0.0,,,,SR 46,N CURRY PIKE,,,,39.19369,-86.57139,STATE ROAD,N,RURAL,N,Y,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,NCURRYPIKESR46W,TRAFFIC CONTROL SIGNAL,2019-08-05 14:36:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W GOURLEY,N KINSER PIKE,,,,39.185392,-86.537856,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,NKINSERPIKEWGOURLEYPIKE,STOP SIGN,2019-08-05 09:57:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E NORTH SHORE,,,1500.0,W,0.0,0.0,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/HILLCREST,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH OBJECT IN ROAD,ENORTHSHOREDRNGRAYAVE,NONE,2019-08-05 12:25:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,S BREEDEN,W GRAVES RD,,3000.0,N,39.058176,-86.671264,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SBREEDENRDWGRAVESRD,NO PASSING ZONE,2019-08-05 19:19:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,SR 446,E BURGOON CHURCH RD,,200.0,S,39.05508937,-86.40844554,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EBURGOONCHURCHRDSR446S,LANE CONTROL,2019-08-05 09:26:00
MONROE SD,BLOOMINGTON,1,0.0,2.0,0.0,0.0,,,,W MAY,S LEONARD SPRINGS RD,,3400.0,W,39.09344,-86.591792,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,CONCRETE,UNSAFE SPEED,NON-COLLISION,SLEONARDSPRINGSRDWMAYRD,NONE,2019-08-05 16:40:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S PATTERSON,S ADAMS ST,,60.0,S,39.15807036,-86.55188,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,SADAMSSTSPATTERSONDR,NONE,2019-08-06 16:10:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S PETE ELLIS,SR 46,,,,39.16424,-86.495088,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,E3RDSTPETEELLISDR,TRAFFIC CONTROL SIGNAL,2019-08-07 11:25:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 46,E KINGS RD,,,,39.16664,-86.454992,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,INSECURE/LEAKY LOAD,COLLISION WITH OBJECT IN ROAD,EKINGSRDSR46E,STOP SIGN,2019-08-07 15:40:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 46,N CURRY PIKE,,,,39.19369,-86.57139,STATE ROAD,N,RURAL,N,N,B,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,CURRYPIKESR46,LANE CONTROL,2019-08-07 11:00:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S COLLEGE MALL,E 3RD ST,,,,39.16424,-86.4984,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT ANGLE,COLLEGEMALLRDEAST3RDST,TRAFFIC CONTROL SIGNAL,2019-08-08 12:50:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S COLLEGE MALL,SR 46,,,,39.16424,-86.49827,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,COLLEGEMALLRDTHIRDST,TRAFFIC CONTROL SIGNAL,2019-08-08 12:49:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,SR 45/46,E 17TH ST,,,,39.17984,-86.507088,STATE ROAD,N,URBAN,N,N,N,,DAWN/DUSK,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,EAST17THSTSR46,TRAFFIC CONTROL SIGNAL,2019-08-08 20:02:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,E SWAIN AVE,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,3RDSTSWAINAVE,LANE CONTROL,2019-08-08 11:32:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 S,,,10.0,S,,,INTERSTATE,N,RURAL,N,Y,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,I69S129.0,NONE,2019-08-08 19:52:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,S FAIRFAX,E ROBERTSON LN,,150.0,S,39.074672,-86.505968,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EROBERTSONLNSFAIRFAXRD,NONE,2019-08-08 07:16:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S LEONARD SPRINGS,W WALNUT LEAF DR,,,,39.140352,-86.582576,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,LEONARDSPRINGSRDWALNUTLEAFDR,LANE CONTROL,2019-08-08 17:46:00
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,SR 46,W FORREST PARK DR,,,,39.21202,-86.58713,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,FORRESTPARKDRSR46W,NONE,2019-08-08 18:15:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,W DODDS,B-LINE TRAIL,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,BLINETRLWDODDSST,STOP SIGN,2019-08-08 23:15:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 48,S CURRY PIKE,,,,39.16464,-86.58296,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCURRYPIKEW3RDST,LANE CONTROL,2019-08-09 11:03:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,SR 48,S GATES DR,,100.0,E,39.16459,-86.57620865,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,SGATESDRW3RDST,TRAFFIC CONTROL SIGNAL,2019-08-09 15:57:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E WINSLOW,S WALNUT ST,,,,39.136144,-86.528688,,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EASTWINSLOWRDSOUTHWALNUTST,NONE,2019-08-09 21:10:00
MONROE SD,BLOOMINGTON,2,0.0,3.0,0.0,0.0,,,,S WALNUT,W CHURCH LN,,250.0,S,39.107248,-86.531392,COUNTY ROAD,N,RURAL,N,N,Y,WORK ON SHOULDER,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SOLDSTATE37RDWCHURCHLN,LANE CONTROL,2019-08-09 08:00:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WALNUT,E NORTH DR,,100.0,S,39.144752,-86.531888,LOCAL/CITY ROAD,N,URBAN,Y,N,B,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,ENORTHDRSWALNUTST,NONE,2019-08-09 16:54:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 1ST,S HENDERSON ST,,,,39.159344,-86.52712,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,BRAKE FAILURE OR DEFECTIVE,REAR END,E1STSTSHENDERSONST,STOP SIGN,2019-08-09 13:50:00
